© 2000-2019 QIAGEN. All rights reserved.

Analysis Details for My Projects->hdMouse_Final->BlackSig - 2019-04-13 08:24 PM
Workspace	My Projects
Project	hdMouse_Final
Analysis	BlackSig - 2019-04-13 08:24 PM
Date	Sat Apr 13 17:24:40 PDT 2019
Analysis ID	17688863

Analysis Settings
Cutoff before duplicate resolution	true
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Mouse OR Rat OR Human) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->hdMouse_Final->BlackSig - 2019-04-13 08:24 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
OX40 Signaling Pathway	-0E00	NaN	1.11E-02	BCL2L1,	
PKCθ Signaling in T Lymphocytes	-0E00	NaN	1.76E-02	FGFR2,PIK3C2B,RAC1	
PPARα/RXRα Activation	-0E00	NaN	1.06E-02	HSP90B1,PLCL1	
Phospholipase C Signaling	-0E00	NaN	1.17E-02	ARHGEF19,PRKCZ,RAC1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	NaN	1.12E-02	RAC1,	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00	NaN	9.95E-03	FGFR2,PIK3C2B	
Remodeling of Epithelial Adherens Junctions	-0E00	NaN	1.45E-02	RAB7A,	
Retinoic acid Mediated Apoptosis Signaling	-0E00	NaN	1.67E-02	RXRB,	
Role of BRCA1 in DNA Damage Response	-0E00	NaN	1.25E-02	SMARCD3,	
Role of MAPK Signaling in the Pathogenesis of Influenza	-0E00	NaN	1.22E-02	PAFAH1B2,	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	-0E00	NaN	1.50E-02	FGFR2,PIK3C2B	
Role of NFAT in Regulation of the Immune Response	-0E00	NaN	1.53E-02	GNAI1,FGFR2,PIK3C2B	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00	NaN	1.78E-02	FGFR2,PIK3C2B,PRKCZ	
Serotonin Degradation	-0E00	NaN	1.35E-02	ALDH3B1,	
Superpathway of Melatonin Degradation	-0E00	NaN	1.43E-02	CYP51A1,	
Systemic Lupus Erythematosus Signaling	-0E00	NaN	8.37E-03	FGFR2,PIK3C2B	
TGF-β Signaling	-0E00	NaN	1.04E-02	SMAD7,	
Th1 and Th2 Activation Pathway	-0E00	NaN	1.60E-02	FGFR2,PIK3C2B,NFIL3	
Th17 Activation Pathway	-0E00	NaN	1.10E-02	HSP90B1,	
Th2 Pathway	-0E00	NaN	1.32E-02	FGFR2,PIK3C2B	
Wnt/Ca+ pathway	-0E00	NaN	1.61E-02	PLCL1,	
p38 MAPK Signaling	-0E00	NaN	8.47E-03	RPS6KA1,	
CD27 Signaling in Lymphocytes	2.03E-01	NaN	1.89E-02	BCL2L1,	
UVC-Induced MAPK Signaling	2.08E-01	NaN	1.92E-02	PRKCZ,	
Amyloid Processing	2.13E-01	NaN	1.96E-02	APP,	
Thyroid Cancer Signaling	2.13E-01	NaN	1.96E-02	RXRB,	
TNFR1 Signaling	2.18E-01	NaN	2.00E-02	PAK1,	
nNOS Signaling in Neurons	2.34E-01	NaN	2.13E-02	PRKCZ,	
Pyrimidine Ribonucleotides De Novo Biosynthesis	2.4E-01	NaN	2.17E-02	CTPS1,	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	2.4E-01	NaN	2.17E-02	RXRB,	
PPAR Signaling	2.41E-01	NaN	1.92E-02	HSP90B1,PDGFC	
Acute Myeloid Leukemia Signaling	2.45E-01	NaN	1.94E-02	FGFR2,PIK3C2B	
Sumoylation Pathway	2.45E-01	NaN	1.94E-02	MDM2,RAC1	
Role of IL-17F in Allergic Inflammatory Airway Diseases	2.46E-01	NaN	2.22E-02	RPS6KA1,	
Protein Ubiquitination Pathway	2.51E-01	NaN	1.85E-02	DNAJB2,HSP90B1,USP30,MDM2,UBE2G1	
Pyrimidine Ribonucleotides Interconversion	2.53E-01	NaN	2.27E-02	CTPS1,	
BAG2 Signaling Pathway	2.59E-01	NaN	2.33E-02	MDM2,	
Osteoarthritis Pathway	2.59E-01	NaN	1.89E-02	SP7,SMAD7,RAC1,PDGFC	
Colorectal Cancer Metastasis Signaling	2.62E-01	NaN	1.87E-02	FGFR2,PIK3C2B,BCL2L1,RAC1,PDGFC	
Apoptosis Signaling	2.62E-01	NaN	2.02E-02	RPS6KA1,BCL2L1	
Hereditary Breast Cancer Signaling	2.63E-01	NaN	1.94E-02	FGFR2,SMARCD3,PIK3C2B	
Ovarian Cancer Signaling	2.63E-01	NaN	1.94E-02	FGFR2,PIK3C2B,PDGFC	
Intrinsic Prothrombin Activation Pathway	2.66E-01	NaN	2.38E-02	KLK6,	
Retinol Biosynthesis	2.66E-01	NaN	2.38E-02	RDH11,	
Bladder Cancer Signaling	2.71E-01	NaN	2.06E-02	MDM2,PDGFC	
Salvage Pathways of Pyrimidine Ribonucleotides	2.71E-01	NaN	2.06E-02	PAK1,ADPGK	
Estrogen Biosynthesis	2.73E-01	NaN	2.44E-02	CYP51A1,	
IL-17 Signaling	2.75E-01	NaN	2.08E-02	FGFR2,PIK3C2B	
α-Adrenergic Signaling	2.8E-01	NaN	2.11E-02	GNAI1,PRKCZ	
CCR5 Signaling in Macrophages	2.85E-01	NaN	2.13E-02	GNAI1,PRKCZ	
Gα12/13 Signaling	2.96E-01	NaN	2.05E-02	FGFR2,LPAR1,PIK3C2B	
Dopamine Degradation	3.03E-01	NaN	2.70E-02	ALDH3B1,	
Noradrenaline and Adrenaline Degradation	3.03E-01	NaN	2.70E-02	ALDH3B1,	
Antiproliferative Role of Somatostatin Receptor 2	3.05E-01	NaN	2.22E-02	FGFR2,PIK3C2B	
Estrogen-Dependent Breast Cancer Signaling	3.05E-01	NaN	2.22E-02	FGFR2,PIK3C2B	
FcγRIIB Signaling in B Lymphocytes	3.05E-01	NaN	2.22E-02	FGFR2,PIK3C2B	
Opioid Signaling Pathway	3.1E-01	NaN	2.00E-02	GNAI1,RPS6KA1,PRKCZ,RGS3,RAC1	
DNA Methylation and Transcriptional Repression Signaling	3.29E-01	NaN	2.94E-02	MBD2,	
Ethanol Degradation II	3.29E-01	NaN	2.94E-02	ALDH3B1,	
Inhibition of Angiogenesis by TSP1	3.29E-01	NaN	2.94E-02	KDR,	
SPINK1 General Cancer Pathway	3.32E-01	NaN	2.35E-02	FGFR2,PIK3C2B	
NF-κB Signaling	3.33E-01	NaN	2.11E-02	FGFR2,KDR,PIK3C2B,PRKCZ	
Th1 Pathway	3.34E-01	NaN	2.19E-02	FGFR2,PIK3C2B,NFIL3	
Androgen Signaling	3.38E-01	NaN	2.21E-02	GNAI1,KAT2B,PRKCZ	
STAT3 Pathway	3.43E-01	NaN	2.22E-02	FGFR2,KDR,RAC1	
Adipogenesis pathway	3.47E-01	NaN	2.24E-02	KAT2B,FGFR2,RPS6KA1	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	3.48E-01	NaN	2.15E-02	FGFR2,SMAD7,KDR,PDGFC	
Sertoli Cell-Sertoli Cell Junction Signaling	3.48E-01	NaN	2.15E-02	EPN2,PLS1,MTMR2,RAC1	
CD40 Signaling	3.55E-01	NaN	2.47E-02	FGFR2,PIK3C2B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	3.55E-01	NaN	2.47E-02	FGFR2,PIK3C2B	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	3.57E-01	NaN	2.12E-02	FGFR2,SP7,GSN,SFRP1,PIK3C2B	
Cardiac Hypertrophy Signaling (Enhanced)	3.61E-01	NaN	2.01E-02	GNAI1,FGFR2,PDE8A,PDE4A,INPP5F,PIK3C2B,GDE1,PDE4B,PRKCZ,PLCL1	
Apelin Adipocyte Signaling Pathway	3.61E-01	NaN	2.50E-02	GNAI1,CAT	
ErbB2-ErbB3 Signaling	3.61E-01	NaN	2.50E-02	FGFR2,PIK3C2B	
IL-17A Signaling in Airway Cells	3.61E-01	NaN	2.50E-02	FGFR2,PIK3C2B	
Myc Mediated Apoptosis Signaling	3.61E-01	NaN	2.50E-02	FGFR2,PIK3C2B	
HMGB1 Signaling	3.68E-01	NaN	2.21E-02	KAT2B,FGFR2,PIK3C2B,RAC1	
Acetone Degradation I (to Methylglyoxal)	3.69E-01	NaN	3.33E-02	CYP51A1,	
RhoGDI Signaling	3.73E-01	NaN	2.22E-02	GNAI1,ARHGEF19,PAK1,RAC1	
Agrin Interactions at Neuromuscular Junction	3.74E-01	NaN	2.56E-02	PAK1,RAC1	
Role of NFAT in Cardiac Hypertrophy	3.83E-01	NaN	2.18E-02	GNAI1,FGFR2,PIK3C2B,PRKCZ,PLCL1	
Gαi Signaling	3.92E-01	NaN	2.40E-02	GNAI1,LPAR1,GRM3	
Endometrial Cancer Signaling	3.95E-01	NaN	2.67E-02	FGFR2,PIK3C2B	
IL-2 Signaling	3.95E-01	NaN	2.67E-02	FGFR2,PIK3C2B	
GNRH Signaling	4.03E-01	NaN	2.31E-02	GNAI1,PAK1,PRKCZ,RAC1	
Gαq Signaling	4.03E-01	NaN	2.31E-02	FGFR2,PIK3C2B,PRKCZ,RAC1	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	4.04E-01	NaN	3.70E-02	PIP4K2A,	
G Beta Gamma Signaling	4.08E-01	NaN	2.46E-02	GNAI1,PAK1,PRKCZ	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	4.09E-01	NaN	2.74E-02	GNAI1,PLCL1	
LXR/RXR Activation	4.14E-01	NaN	2.48E-02	TF,CYP51A1,RXRB	
Antiproliferative Role of TOB in T Cell Signaling	4.16E-01	NaN	3.85E-02	RPS6KA1,	
Gluconeogenesis I	4.16E-01	NaN	3.85E-02	BPGM,	
Glycolysis I	4.16E-01	NaN	3.85E-02	BPGM,	
Bupropion Degradation	4.3E-01	NaN	4.00E-02	CYP51A1,	
Tryptophan Degradation III (Eukaryotic)	4.3E-01	NaN	4.00E-02	ACAT2,	
Tryptophan Degradation X (Mammalian, via Tryptamine)	4.3E-01	NaN	4.00E-02	ALDH3B1,	
EGF Signaling	4.31E-01	NaN	2.86E-02	FGFR2,PIK3C2B	
IGF-1 Signaling	4.43E-01	NaN	2.59E-02	FGFR2,PIK3C2B,PRKCZ	
TCA Cycle II (Eukaryotic)	4.44E-01	NaN	4.17E-02	ACO2,	
Cell Cycle: G1/S Checkpoint Regulation	4.55E-01	NaN	2.99E-02	FBXL5,MDM2	
Putrescine Degradation III	4.58E-01	NaN	4.35E-02	ALDH3B1,	
Adrenomedullin signaling pathway	4.62E-01	NaN	2.38E-02	FGFR2,GPR37,PIK3C2B,RXRB,PLCL1	
GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells	4.68E-01	NaN	2.68E-02	GNAI1,PRKCZ,PLCL1	
Netrin Signaling	4.72E-01	NaN	3.08E-02	ABLIM2,RAC1	
Phospholipases	4.72E-01	NaN	3.08E-02	PAFAH1B2,PLCL1	
Endocannabinoid Cancer Inhibition Pathway	4.73E-01	NaN	2.52E-02	GNAI1,FGFR2,PIK3C2B,PDGFC	
Fatty Acid α-oxidation	4.74E-01	NaN	4.55E-02	ALDH3B1,	
Antioxidant Action of Vitamin C	4.74E-01	NaN	2.70E-02	PAFAH1B2,SLC2A1,PLCL1	
Cardiac Hypertrophy Signaling	4.86E-01	NaN	2.36E-02	GNAI1,FGFR2,RPS6KA1,PIK3C2B,PLCL1,RAC1	
Endoplasmic Reticulum Stress Pathway	4.9E-01	NaN	4.76E-02	HSP90B1,	
Oxidative Ethanol Degradation III	4.9E-01	NaN	4.76E-02	ALDH3B1,	
Huntington's Disease Signaling	4.94E-01	NaN	2.38E-02	FGFR2,SH3GL3,VAMP3,PIK3C2B,BCL2L1,PRKCZ	
CDK5 Signaling	4.94E-01	NaN	2.78E-02	PPP2R5B,PPP2R2A,PPP2CA	
Melanocyte Development and Pigmentation Signaling	4.94E-01	NaN	2.78E-02	FGFR2,RPS6KA1,PIK3C2B	
Gustation Pathway	5.06E-01	NaN	2.61E-02	PDE8A,PDE4A,GDE1,PDE4B	
Granzyme A Signaling	5.08E-01	NaN	5.00E-02	H1F0,	
The Visual Cycle	5.08E-01	NaN	5.00E-02	RDH11,	
Induction of Apoptosis by HIV1	5.09E-01	NaN	3.28E-02	SLC25A10,BCL2L1	
IL-23 Signaling Pathway	5.18E-01	NaN	3.33E-02	FGFR2,PIK3C2B	
RANK Signaling in Osteoclasts	5.23E-01	NaN	2.88E-02	FGFR2,GSN,PIK3C2B	
Histamine Degradation	5.26E-01	NaN	5.26E-02	ALDH3B1,	
Apelin Pancreas Signaling Pathway	5.28E-01	NaN	3.39E-02	FGFR2,PIK3C2B	
IL-12 Signaling and Production in Macrophages	5.36E-01	NaN	2.70E-02	FGFR2,RAB7A,PIK3C2B,PRKCZ	
Valine Degradation I	5.46E-01	NaN	5.56E-02	ALDH6A1,	
NF-κB Activation by Viruses	5.68E-01	NaN	3.06E-02	FGFR2,PIK3C2B,PRKCZ	
Actin Cytoskeleton Signaling	5.8E-01	NaN	2.56E-02	FGFR2,GSN,PAK1,PIK3C2B,RAC1,PDGFC	
Glutaryl-CoA Degradation	5.89E-01	NaN	6.25E-02	ACAT2,	
Parkinson's Signaling	5.89E-01	NaN	6.25E-02	GPR37,	
Vitamin-C Transport	5.89E-01	NaN	6.25E-02	SLC2A1,	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	5.9E-01	NaN	2.45E-02	FGFR2,SFRP1,PIK3C2B,DAAM1,PRKCZ,PLCL1,RAC1,PDGFC	
FLT3 Signaling in Hematopoietic Progenitor Cells	5.93E-01	NaN	3.16E-02	FGFR2,RPS6KA1,PIK3C2B	
JAK/Stat Signaling	6.02E-01	NaN	3.19E-02	FGFR2,PIK3C2B,BCL2L1	
Prolactin Signaling	6.02E-01	NaN	3.19E-02	FGFR2,PIK3C2B,PRKCZ	
Regulation of Actin-based Motility by Rho	6.02E-01	NaN	3.19E-02	GSN,PAK1,RAC1	
PI3K Signaling in B Lymphocytes	6.02E-01	NaN	2.90E-02	PLEKHA2,PRKCZ,PLCL1,RAC1	
IL-7 Signaling Pathway	6.1E-01	NaN	3.23E-02	FGFR2,PIK3C2B,SLC2A1	
Choline Biosynthesis III	6.14E-01	NaN	6.67E-02	CEPT1,	
Telomere Extension by Telomerase	6.14E-01	NaN	6.67E-02	XRCC6,	
FGF Signaling	6.19E-01	NaN	3.26E-02	FGFR2,PIK3C2B,RAC1	
Erythropoietin Signaling	6.28E-01	NaN	3.30E-02	FGFR2,PIK3C2B,PRKCZ	
CD28 Signaling in T Helper Cells	6.3E-01	NaN	2.99E-02	FGFR2,PAK1,PIK3C2B,RAC1	
LPS/IL-1 Mediated Inhibition of RXR Function	6.33E-01	NaN	2.68E-02	HMGCS1,CAT,ALDH3B1,ACSL3,ALDH6A1,ACSBG1	
Glioma Invasiveness Signaling	6.37E-01	NaN	3.33E-02	FGFR2,PIK3C2B,RAC1	
Thrombin Signaling	6.39E-01	NaN	2.69E-02	GNAI1,FGFR2,PIK3C2B,PRKCZ,PLCL1,RAC1	
Androgen Biosynthesis	6.4E-01	NaN	7.14E-02	SRD5A1,	
DNA Double-Strand Break Repair by Non-Homologous End Joining	6.4E-01	NaN	7.14E-02	XRCC6,	
Isoleucine Degradation I	6.4E-01	NaN	7.14E-02	ACAT2,	
Angiopoietin Signaling	6.46E-01	NaN	3.37E-02	FGFR2,PAK1,PIK3C2B	
Cellular Effects of Sildenafil (Viagra)	6.53E-01	NaN	3.05E-02	PDE4A,GPR37,PDE4B,PLCL1	
Endocannabinoid Developing Neuron Pathway	6.53E-01	NaN	3.05E-02	GNAI1,FGFR2,PIK3C2B,RAC1	
Leptin Signaling in Obesity	6.56E-01	NaN	3.41E-02	FGFR2,PIK3C2B,PLCL1	
Neurotrophin/TRK Signaling	6.56E-01	NaN	3.41E-02	FGFR2,RPS6KA1,PIK3C2B	
Non-Small Cell Lung Cancer Signaling	6.56E-01	NaN	3.41E-02	FGFR2,PIK3C2B,RXRB	
Apelin Endothelial Signaling Pathway	6.6E-01	NaN	3.08E-02	GNAI1,FGFR2,PIK3C2B,PRKCZ	
GDNF Family Ligand-Receptor Interactions	6.65E-01	NaN	3.45E-02	FGFR2,PIK3C2B,RAC1	
IL-15 Signaling	6.65E-01	NaN	3.45E-02	FGFR2,PIK3C2B,BCL2L1	
Assembly of RNA Polymerase III Complex	6.68E-01	NaN	7.69E-02	POLR3D,	
NAD Phosphorylation and Dephosphorylation	6.68E-01	NaN	7.69E-02	NADK2,	
Oleate Biosynthesis II (Animals)	6.68E-01	NaN	7.69E-02	ALDH6A1,	
γ-glutamyl Cycle	6.68E-01	NaN	7.69E-02	GSS,	
Synaptic Long Term Potentiation	6.68E-01	NaN	3.10E-02	RPS6KA1,PRKCZ,PLCL1,GRM3	
IL-9 Signaling	6.69E-01	NaN	4.26E-02	FGFR2,PIK3C2B	
HIPPO signaling	6.85E-01	NaN	3.53E-02	PPP2R5B,PPP2R2A,PPP2CA	
GM-CSF Signaling	6.95E-01	NaN	3.57E-02	FGFR2,PIK3C2B,BCL2L1	
Leukocyte Extravasation Signaling	6.98E-01	NaN	2.82E-02	GNAI1,FGFR2,SIPA1,PIK3C2B,PRKCZ,RAC1	
iCOS-iCOSL Signaling in T Helper Cells	7E-01	NaN	3.20E-02	FGFR2,PLEKHA2,PIK3C2B,RAC1	
Glucocorticoid Receptor Signaling	7.01E-01	NaN	2.57E-02	KAT2B,FGFR2,TSC22D3,HSP90B1,SMARCD3,PIK3C2B,BCL2L1,RAC1,FKBP4	
ErbB4 Signaling	7.05E-01	NaN	3.61E-02	FGFR2,PIK3C2B,PRKCZ	
Paxillin Signaling	7.09E-01	NaN	3.23E-02	FGFR2,PAK1,PIK3C2B,RAC1	
RhoA Signaling	7.17E-01	NaN	3.25E-02	SEPT8,LPAR1,SEPT7,RTKN	
IL-15 Production	7.34E-01	NaN	3.31E-02	FGFR2,KDR,PRKCZ,EPHB1	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	7.37E-01	NaN	3.75E-02	GNAI1,FGFR2,PIK3C2B	
Neuroprotective Role of THOP1 in Alzheimer's Disease	7.43E-01	NaN	3.33E-02	PRSS53,KLK6,APP,TPP1	
T Cell Receptor Signaling	7.43E-01	NaN	3.33E-02	FGFR2,PIK3C2B,SHB,RAC1	
Endothelin-1 Signaling	7.55E-01	NaN	2.94E-02	GNAI1,FGFR2,PAFAH1B2,PIK3C2B,PRKCZ,PLCL1	
Ketolysis	7.7E-01	NaN	1.00E-01	ACAT2,	
Dopamine Receptor Signaling	7.71E-01	NaN	3.90E-02	PPP2R5B,PPP2R2A,PPP2CA	
Chronic Myeloid Leukemia Signaling	7.79E-01	NaN	3.45E-02	FGFR2,PIK3C2B,BCL2L1,MDM2	
SAPK/JNK Signaling	7.88E-01	NaN	3.48E-02	FGFR2,MAPK8IP1,PIK3C2B,RAC1	
tRNA Charging	7.93E-01	NaN	5.13E-02	GARS,SARS	
Thrombopoietin Signaling	7.95E-01	NaN	4.00E-02	FGFR2,PIK3C2B,PRKCZ	
Type II Diabetes Mellitus Signaling	8E-01	NaN	3.23E-02	FGFR2,ACSL3,ACSBG1,PIK3C2B,PRKCZ	
B Cell Receptor Signaling	8.04E-01	NaN	3.05E-02	INPP5J,FGFR2,INPP5F,PIK3C2B,BCL2L1,RAC1	
CNTF Signaling	8.07E-01	NaN	4.05E-02	FGFR2,RPS6KA1,PIK3C2B	
Notch Signaling	8.11E-01	NaN	5.26E-02	RFNG,MAG	
Melatonin Signaling	8.32E-01	NaN	4.17E-02	GNAI1,PRKCZ,PLCL1	
FAK Signaling	8.37E-01	NaN	3.64E-02	FGFR2,PAK1,PIK3C2B,RAC1	
ErbB Signaling	8.47E-01	NaN	3.67E-02	FGFR2,PAK1,PIK3C2B,PRKCZ	
T Cell Exhaustion Signaling Pathway	8.55E-01	NaN	3.16E-02	FGFR2,PPP2R5B,KDR,PIK3C2B,PPP2R2A,PPP2CA	
Role of IL-17A in Arthritis	8.58E-01	NaN	4.29E-02	FGFR2,RPS6KA1,PIK3C2B	
Phagosome Maturation	8.58E-01	NaN	3.38E-02	LAMP1,RAB7A,RAB7B,VAMP3,CTSA	
Superoxide Radicals Degradation	8.59E-01	NaN	1.25E-01	CAT,	
Human Embryonic Stem Cell Pluripotency	8.67E-01	NaN	3.40E-02	FGFR2,SMAD7,PIK3C2B,S1PR5,PDGFC	
Lymphotoxin β Receptor Signaling	8.72E-01	NaN	4.35E-02	FGFR2,PIK3C2B,BCL2L1	
Integrin Signaling	8.81E-01	NaN	3.06E-02	FGFR2,TSPAN2,GSN,PAK1,TSPAN5,PIK3C2B,RAC1	
UVB-Induced MAPK Signaling	8.85E-01	NaN	4.41E-02	FGFR2,PIK3C2B,PRKCZ	
Retinoate Biosynthesis I	8.88E-01	NaN	5.88E-02	RDH16,RDH11	
Molecular Mechanisms of Cancer	9.01E-01	NaN	2.74E-02	CDK11A,GNAI1,FGFR2,ARHGEF19,SMAD7,PAK1,PIK3C2B,BCL2L1,MDM2,PRKCZ,RAC1	
Aryl Hydrocarbon Receptor Signaling	9.03E-01	NaN	3.50E-02	HSP90B1,ALDH3B1,ALDH6A1,RXRB,MDM2	
P2Y Purigenic Receptor Signaling Pathway	9.03E-01	NaN	3.50E-02	GNAI1,FGFR2,PIK3C2B,PRKCZ,PLCL1	
CXCR4 Signaling	9.1E-01	NaN	3.28E-02	GNAI1,FGFR2,PAK1,PIK3C2B,PRKCZ,RAC1	
Protein Kinase A Signaling	9.11E-01	NaN	2.75E-02	Ptprd,GNAI1,PDE8A,PDE4A,PTP4A1,GDE1,PDE4B,DUSP7,PRKCZ,PLCL1,H1F0	
14-3-3-mediated Signaling	9.13E-01	NaN	3.52E-02	FGFR2,RPS6KA1,PIK3C2B,PRKCZ,PLCL1	
Melanoma Signaling	9.13E-01	NaN	4.55E-02	FGFR2,PIK3C2B,MDM2	
Phosphatidylcholine Biosynthesis I	9.14E-01	NaN	1.43E-01	CEPT1,	
Pyridoxal 5'-phosphate Salvage Pathway	9.28E-01	NaN	4.62E-02	PAK1,ADPGK,PDXK	
CREB Signaling in Neurons	9.31E-01	NaN	3.15E-02	GNAI1,FGFR2,RPS6KA1,PIK3C2B,PRKCZ,PLCL1,GRM3	
Phagosome Formation	9.32E-01	NaN	3.57E-02	FGFR2,PIK3C2B,PRKCZ,PLCL1,RAC1	
Fatty Acid β-oxidation I	9.32E-01	NaN	6.25E-02	ACSL3,ACSBG1	
Glioblastoma Multiforme Signaling	9.35E-01	NaN	3.33E-02	FGFR2,PIK3C2B,MDM2,PLCL1,RAC1,PDGFC	
Tec Kinase Signaling	9.35E-01	NaN	3.33E-02	GNAI1,FGFR2,PAK1,PIK3C2B,PRKCZ,RAC1	
HER-2 Signaling in Breast Cancer	9.58E-01	NaN	4.04E-02	FGFR2,PIK3C2B,MDM2,PRKCZ	
IL-4 Signaling	9.58E-01	NaN	4.04E-02	INPP5J,FGFR2,INPP5F,PIK3C2B	
VEGF Family Ligand-Receptor Interactions	9.58E-01	NaN	4.04E-02	FGFR2,KDR,PIK3C2B,PRKCZ	
Iron homeostasis signaling pathway	9.61E-01	NaN	3.65E-02	TF,FBXL5,ACO2,TFRC,CIAO3	
PEDF Signaling	9.69E-01	NaN	4.08E-02	FGFR2,PIK3C2B,BCL2L1,RAC1	
Rapoport-Luebering Glycolytic Shunt	9.77E-01	NaN	1.67E-01	BPGM,	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	9.77E-01	NaN	1.67E-01	SARS,	
GP6 Signaling Pathway	9.81E-01	NaN	3.70E-02	SCHIP1,FGFR2,PIK3C2B,PRKCZ,RAC1	
ATM Signaling	9.82E-01	NaN	4.12E-02	PPP2R5B,MDM2,PPP2R2A,PPP2CA	
Aldosterone Signaling in Epithelial Cells	9.86E-01	NaN	3.45E-02	DNAJB2,FGFR2,HSP90B1,PIK3C2B,PRKCZ,PLCL1	
