© 2000-2022 QIAGEN. All rights reserved.

Analysis Details for My Projects->HD_Myelination_Paper->tissueQ175sig - 2022-03-03 08:59 PM
Workspace	My Projects
Project	HD_Myelination_Paper
Analysis	tissueQ175sig - 2022-03-03 08:59 PM
Date	Thu Mar 03 17:59:52 PST 2022
Analysis ID	39284699

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(confidence = Experimentally Observed) AND
(mol. types = biologic drug OR canonical pathway OR chemical - endogenous mammalian OR chemical - endogenous non-mammalian OR chemical - kinase inhibitor OR chemical - other OR chemical - protease inhibitor OR chemical drug OR chemical reagent OR chemical toxicant OR complex OR cytokine OR disease OR enzyme OR function OR fusion gene/product OR G-protein coupled receptor OR group OR growth factor OR ion channel OR kinase OR ligand-dependent nuclear receptor OR mature microRNA OR microRNA OR other OR peptidase OR phosphatase OR transcription regulator OR translation regulator OR transmembrane receptor OR transporter)

Canonical Pathways for My Projects->HD_Myelination_Paper->tissueQ175sig - 2022-03-03 08:59 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00		2.13E-02	HS2ST1	
Ephrin A Signaling	-0E00		2.13E-02	NGEF	
Estrogen Biosynthesis	-0E00		2.22E-02	POR	
FAK Signaling	-0E00	0.0	1.73E-02	ADGRB2,ADGRL1,ARHGEF7,DOCK1,GPR89A/GPR89B,GRM5,GRM7,IL33,ITGB8,LPAR1,MAPK11,MRAS,PAK3,PAK5,RAP2A,RAP2B,S1PR1,SSTR2	
Factors Promoting Cardiogenesis in Vertebrates	-0E00		1.31E-02	PLCL1,PRKCB	
GADD45 Signaling	-0E00		1.67E-02	MAPK11	
Graft-versus-Host Disease Signaling	-0E00		2.24E-03	IL33	
Granulocyte Adhesion and Diapedesis	-0E00		1.06E-02	IL1RAP,IL33	
Growth Hormone Signaling	-0E00		1.41E-02	PRKCB	
HOTAIR Regulatory Pathway	-0E00		1.23E-02	HDAC2,PCDH10	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	-0E00		5.15E-03	IL1RAP	
ICOS-ICOSL Signaling in T Helper Cells	-0E00		5.92E-03	CAMK4,ITPR1,PLEKHA2	
ID1 Signaling Pathway	-0E00	1.3416407864998738	2.50E-02	MAPK11,MRAS,RAP1GAP,RAP2A,RAP2B	
IL-13 Signaling Pathway	-0E00		2.59E-02	IL33,MAOA,MAPK11	
IL-15 Production	-0E00		2.44E-02	DDR1,ERBB4,LMTK3	
IL-15 Signaling	-0E00	-0.4472135954999579	9.47E-03	MAPK11,MLST8,MRAS,RAP2A,RAP2B	
IL-17 Signaling	-0E00	-0.4472135954999579	2.67E-02	IL33,MAPK11,MRAS,RAP2A,RAP2B	
IL-17A Signaling in Airway Cells	-0E00		1.49E-02	MAPK11	
IL-17A Signaling in Fibroblasts	-0E00		2.63E-02	MAPK11	
IL-7 Signaling Pathway	-0E00		1.28E-02	MAPK11	
Inhibition of Angiogenesis by TSP1	-0E00		2.94E-02	MAPK11	
Intrinsic Prothrombin Activation Pathway	-0E00		2.38E-02	SERPINC1	
Kinetochore Metaphase Signaling Pathway	-0E00		9.01E-03	ARPP19	
Lipid Antigen Presentation by CD1	-0E00		2.40E-03	AP2A2	
MSP-RON Signaling In Cancer Cells Pathway	-0E00	1.0	2.86E-02	MRAS,RAP2A,RAP2B,YWHAZ	
MSP-RON Signaling In Macrophages Pathway	-0E00		2.52E-02	MRAS,RAP2A,RAP2B	
Melatonin Degradation I	-0E00		1.61E-02	POR	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00		1.94E-02	COPS7B,POLR2C	
NF-κB Signaling	-0E00	0.3779644730092272	1.23E-02	EIF2AK2,HDAC2,IL33,MRAS,PRKCB,RAP2A,RAP2B	
NUR77 Signaling in T Lymphocytes	-0E00		5.86E-03	CAMK4,HDAC2,PRKCB	
Neuroinflammation Signaling Pathway	-0E00	0.0	2.21E-02	CD200,GABRA1,GAD1,GLS,GLUL,GRIN1,MAPK11	
Nicotine Degradation II	-0E00		1.52E-02	POR	
Nicotine Degradation III	-0E00		1.72E-02	POR	
Nucleotide Excision Repair Pathway	-0E00		2.86E-02	POLR2C	
Osteoarthritis Pathway	-0E00		1.69E-02	CTNNA2,IL1RAP,ITGB8,NAMPT	
PD-1, PD-L1 cancer immunotherapy pathway	-0E00		9.43E-03	CBLB	
PKCθ Signaling in T Lymphocytes	-0E00	0.0	1.08E-02	CACNG3,ITPR1,MAP3K5,MRAS,RAP2A,RAP2B	
PTEN Signaling	-0E00		2.67E-02	ITGB8,MRAS,RAP2A,RAP2B	
Pancreatic Adenocarcinoma Signaling	-0E00		1.59E-02	GPLD1,HDAC2	
Phospholipase C Signaling	-0E00	0.0	2.06E-02	ADCY1,ARHGEF7,CAMK4,GNB1,GPLD1,HDAC2,ITGB8,ITPR1,MRAS,PRKCB,RAP2A,RAP2B,RHOF,RHOG	
Polyamine Regulation in Colon Cancer	-0E00		1.72E-02	MLST8	
Pulmonary Fibrosis Idiopathic Signaling Pathway	-0E00	-0.8164965809277261	1.84E-02	GNA12,LPAR1,MAPK11,MRAS,RAP2A,RAP2B	
Pulmonary Healing Signaling Pathway	-0E00	-0.4472135954999579	2.51E-02	MAPK11,MRAS,PRKCB,RAP2A,RAP2B	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	0.0	8.68E-03	CAMK4,MRAS,RAP2A,RAP2B	
Regulation of the Epithelial-Mesenchymal Transition Pathway	-0E00		2.56E-02	FGF13,GAB1,MRAS,RAP2A,RAP2B	
Retinoic acid Mediated Apoptosis Signaling	-0E00		1.67E-02	CRABP1	
Role of BRCA1 in DNA Damage Response	-0E00		1.25E-02	SMARCB1	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00		1.85E-02	IL33	
Role of IL-17A in Arthritis	-0E00		1.75E-02	MAPK11	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	-0E00		2.44E-02	CAMK4,IL1RAP,IL33,MRAS,PLCL1,PRKCB,RAP2A,RAP2B	
Role of NFAT in Regulation of the Immune Response	-0E00	-0.3779644730092272	1.70E-02	AKAP5,CAMK4,GNA12,GNAZ,GNB1,ITPR1,KPNA6,MRAS,RAP2A,RAP2B	
Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis	-0E00		1.79E-02	CAMK4,IL1RAP,IL33,MAP3K5	
Role of PKR in Interferon Induction and Antiviral Response	-0E00		1.47E-02	EIF2AK2,MAPK11	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	-0E00		1.92E-02	EIF2AK2,IL33,PRKCB	
SAPK/JNK Signaling	-0E00	-0.3779644730092272	1.39E-02	GAB1,GNA12,GNB1,MAP3K5,MRAS,RAP2A,RAP2B	
SPINK1 Pancreatic Cancer Pathway	-0E00		1.67E-02	CPE	
Small Cell Lung Cancer Signaling	-0E00		2.08E-02	HDAC2,NOS1	
Superpathway of Melatonin Degradation	-0E00		2.99E-02	MAOA,POR	
Systemic Lupus Erythematosus In B Cell Signaling Pathway	-0E00	-1.1338934190276817	9.68E-03	CAMK4,GAB1,IL33,MRAS,PRKCB,RAP2A,RAP2B	
Systemic Lupus Erythematosus In T Cell Signaling Pathway	-0E00	-0.5773502691896258	1.87E-02	CAMK4,GNA12,ITPR1,MLST8,MRAS,NOS1,PPP2CA,PPP2CB,RAP2A,RAP2B,RHOF,RHOG	
Systemic Lupus Erythematosus Signaling	-0E00		8.04E-03	CAMK4,IL33,MRAS,RAP2A,RAP2B	
T Cell Exhaustion Signaling Pathway	-0E00		8.83E-03	MRAS,PPP2CA,PPP2CB,RAP2A,RAP2B	
T Cell Receptor Signaling	-0E00	-0.4472135954999579	9.77E-03	CAMK4,MAPK11,MLST8,MRAS,RAP2A,RAP2B	
TEC Kinase Signaling	-0E00	-0.8164965809277261	1.73E-02	GNA12,GNAZ,GNB1,ITGB8,MRAS,PAK3,PAK5,PRKCB,RHOF,RHOG	
Th1 and Th2 Activation Pathway	-0E00		1.16E-02	IL33,S1PR1	
Th2 Pathway	-0E00		1.46E-02	IL33,S1PR1	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00		1.85E-02	SET	
Tumor Microenvironment Pathway	-0E00	1.0	2.23E-02	FGF13,MRAS,RAP2A,RAP2B	
Type I Diabetes Mellitus Signaling	-0E00		1.18E-02	CPE,GAD1,HSPD1,IL1RAP,MAP3K5,MAPK11	
WNT/Ca+ pathway	-0E00		1.52E-02	PLCL1	
WNT/β-catenin Signaling	-0E00		1.16E-02	PPP2CA,PPP2CB	
Wound Healing Signaling Pathway	-0E00	0.0	2.38E-02	IL1RAP,IL33,LAMA2,MRAS,RAP2A,RAP2B	
p53 Signaling	-0E00		1.02E-02	ST13	
Airway Inflammation in Asthma	1.98E-01		3.03E-02	IL33	
Mitotic Roles of Polo-Like Kinase	2.27E-01		3.03E-02	PPP2CA,PPP2CB	
Methylglyoxal Degradation III	2.31E-01		3.45E-02	AKR7A2	
Glycolysis I	2.51E-01		3.70E-02	ENO1	
Human Embryonic Stem Cell Pluripotency	2.52E-01		3.01E-02	GNA12,GNAZ,GNB1,MRAS,S1PR1	
IL-17A Signaling in Gastric Cells	2.62E-01		3.85E-02	MAPK11	
Bupropion Degradation	2.73E-01		4.00E-02	POR	
Role of JAK family kinases in IL-6-type Cytokine Signaling	2.73E-01		4.00E-02	MAPK11	
IL-4 Signaling	2.74E-01		3.23E-02	MRAS,RAP2A,RAP2B	
Pyroptosis Signaling Pathway	2.74E-01		3.23E-02	MAPK11,PRKAR1A,PRKAR2A	
HER-2 Signaling in Breast Cancer	2.8E-01	0.0	3.08E-02	ITGB8,MLST8,MRAS,PRKCB,RAP2A,RAP2B,SEH1L	
Leukocyte Extravasation Signaling	2.82E-01	0.0	3.11E-02	AFDN,CTNNA2,CTTN,MAPK11,PRKCB,RAP1GAP	
Aryl Hydrocarbon Receptor Signaling	2.83E-01		3.14E-02	ALDH1B1,ALDH9A1,DHFR,GSTM2,GSTP1	
IL-22 Signaling	2.85E-01		4.17E-02	MAPK11	
Regulation Of The Epithelial Mesenchymal Transition By Growth Factors Pathway	2.86E-01	-0.4472135954999579	3.12E-02	FGF13,GAB1,MAPK11,MRAS,RAP2A,RAP2B	
RANK Signaling in Osteoclasts	2.87E-01		3.30E-02	CAMK4,MAP3K5,MAPK11	
Role of CHK Proteins in Cell Cycle Checkpoint Control	2.89E-01		3.51E-02	PPP2CA,PPP2CB	
Hepatic Cholestasis	2.9E-01		3.14E-02	ADCY1,IL1RAP,IL33,PRKAR1A,PRKAR2A,PRKCB	
CSDE1 Signaling Pathway	2.97E-01		3.57E-02	CTTN,SYNCRIP	
EGF Signaling	3.06E-01		3.64E-02	ITPR1,MAPK11	
Neuroprotective Role of THOP1 in Alzheimer's Disease	3.12E-01	0.0	3.33E-02	HTRA2,LONP1,PRKAR1A,PRKAR2A	
Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency	3.12E-01	0.0	3.33E-02	GAB1,MRAS,RAP2A,RAP2B	
p38 MAPK Signaling	3.12E-01		3.33E-02	IL1RAP,IL33,MAP3K5,MAPK11	
Heparan Sulfate Biosynthesis	3.19E-01		3.49E-02	HS2ST1,LIPE,PRDX6	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.19E-01		3.49E-02	EIF2AK2,IL33,S1PR1	
NAD Signaling Pathway	3.23E-01	0.0	3.31E-02	HSPD1,NAMPT,POLR2C,RYR2,SLC29A2	
Endoplasmic Reticulum Stress Pathway	3.25E-01		4.76E-02	MAP3K5	
TNFR1 Signaling	3.32E-01		3.85E-02	PAK3,PAK5	
UVB-Induced MAPK Signaling	3.32E-01		3.85E-02	MAPK11,PRKCB	
Cyclins and Cell Cycle Regulation	3.34E-01		3.57E-02	HDAC2,PPP2CA,PPP2CB	
JAK/STAT Signaling	3.49E-01		3.66E-02	MRAS,RAP2A,RAP2B	
Assembly of RNA Polymerase II Complex	3.52E-01		4.00E-02	DR1,POLR2C	
MYC Mediated Apoptosis Signaling	3.52E-01		4.00E-02	PRKAR1A,PRKAR2A	
Estrogen-Dependent Breast Cancer Signaling	3.56E-01		3.70E-02	MRAS,RAP2A,RAP2B	
Erythropoietin Signaling Pathway	3.57E-01	0.0	3.39E-02	IL33,ITPR1,MRAS,PRKCB,RAP2A,RAP2B	
Heparan Sulfate Biosynthesis (Late Stages)	3.72E-01		3.80E-02	HS2ST1,LIPE,PRDX6	
Thyroid Cancer Signaling	3.72E-01		3.80E-02	MRAS,RAP2A,RAP2B	
Breast Cancer Regulation by Stathmin1	3.76E-01	0.6882472016116852	3.20E-02	ADGRB2,ADGRL1,ARHGEF7,CAMK4,GNB1,GPR89A/GPR89B,GRM5,GRM7,LPAR1,MRAS,PPP2CA,PPP2CB,PRKAR1A,PRKAR2A,PRKCB,RAP2A,RAP2B,S1PR1,SSTR2	
Maturity Onset Diabetes of Young (MODY) Signaling	3.81E-01		3.85E-02	APOE,APOH,CACNG3	
Toll-like Receptor Signaling	3.81E-01		3.85E-02	EIF2AK2,IL33,MAPK11	
VDR/RXR Activation	3.81E-01		3.85E-02	NCOR1,PRKCB,SERPINB1	
iNOS Signaling	3.83E-01		4.26E-02	CAMK4,MAPK11	
Apelin Pancreas Signaling Pathway	3.94E-01		4.35E-02	PRKAR1A,PRKAR2A	
Natural Killer Cell Signaling	4.1E-01	-0.3779644730092272	3.52E-02	MAP3K5,MAPK11,MRAS,PAK3,PAK5,RAP2A,RAP2B	
IL-12 Signaling and Production in Macrophages	4.12E-01		3.68E-02	APOE,CLU,MAPK11,PRKCB,SERPINA1	
Extrinsic Prothrombin Activation Pathway	4.13E-01		6.25E-02	SERPINC1	
Granzyme B Signaling	4.13E-01		6.25E-02	LMNB2	
Parkinson's Signaling	4.13E-01		6.25E-02	MAPK11	
STAT3 Pathway	4.19E-01	0.0	3.70E-02	MAPK11,MRAS,NDUFA13,RAP2A,RAP2B	
Mouse Embryonic Stem Cell Pluripotency	4.2E-01		3.85E-02	MAPK11,MRAS,RAP2A,RAP2B	
Choline Biosynthesis III	4.35E-01		6.67E-02	GPLD1	
Retinoate Biosynthesis I	4.43E-01		4.76E-02	RDH13,RDH14	
EIF2 Signaling	4.45E-01	1.6329931618554523	3.57E-02	EIF2AK2,MRAS,RAP2A,RAP2B,RPLP0,RPS15,RPS28,WARS1	
Colanic Acid Building Blocks Biosynthesis	4.59E-01		7.14E-02	GALT	
VEGF Signaling	4.61E-01	1.0	4.04E-02	MRAS,PRKCB,RAP2A,RAP2B	
Role of JAK1 and JAK3 in γc Cytokine Signaling	4.65E-01		4.35E-02	MRAS,RAP2A,RAP2B	
SPINK1 General Cancer Pathway	4.65E-01		4.35E-02	MRAS,RAP2A,RAP2B	
Eicosanoid Signaling	4.76E-01		4.41E-02	PLA2G7,PLAAT3,PRDX6	
Remodeling of Epithelial Adherens Junctions	4.76E-01		4.41E-02	CTNNA2,DNM1L,RAB5A	
GP6 Signaling Pathway	4.77E-01	-2.23606797749979	3.94E-02	CAMK4,ITPR1,LAMA2,PRKCB,RHOG	
Assembly of RNA Polymerase III Complex	4.85E-01		7.69E-02	GTF3C3	
NAD Phosphorylation and Dephosphorylation	4.85E-01		7.69E-02	NADK2	
UDP-N-acetyl-D-galactosamine Biosynthesis II	4.85E-01		7.69E-02	HK1	
γ-glutamyl Cycle	4.85E-01		7.69E-02	GCLM	
TGF-β Signaling	4.87E-01		4.17E-02	MAPK11,MRAS,RAP2A,RAP2B	
Type II Diabetes Mellitus Signaling	5.07E-01		3.92E-02	ACSL4,ACSL6,CACNG3,ITPR1,MAP3K5,PRKCB	
ERB2-ERBB3 Signaling	5.09E-01		4.62E-02	MRAS,RAP2A,RAP2B	
Assembly of RNA Polymerase I Complex	5.14E-01		8.33E-02	POLR1C	
Cleavage and Polyadenylation of Pre-mRNA	5.14E-01		8.33E-02	CSTF3	
Glucose and Glucose-1-phosphate Degradation	5.14E-01		8.33E-02	HK1	
Glycogen Degradation II	5.14E-01		8.33E-02	MTAP	
Cell Cycle Regulation by BTG Family Proteins	5.15E-01		5.41E-02	PPP2CA,PPP2CB	
Glucocorticoid Receptor Signaling	5.28E-01		3.44E-02	FKBP4,GABPA,GTF2F2,KRT77,MAPK11,MRAS,NCOR1,NDUFA13,NDUFAF1,NDUFS2,PCK2,POLR2C,RAP2A,RAP2B,SDHA,SDHB,SDHC,SMARCB1,SRA1,UQCRC2	
Acute Myeloid Leukemia Signaling	5.35E-01		4.40E-02	IDH1,MRAS,RAP2A,RAP2B	
HIF1α Signaling	5.41E-01	0.0	3.85E-02	APEX1,CAMK4,HK1,MRAS,PRKCB,RAP2A,RAP2B,TF	
Tight Junction Signaling	5.42E-01		3.93E-02	AFDN,CSTF3,MPDZ,PPP2CA,PPP2CB,PRKAR1A,PRKAR2A	
GDP-glucose Biosynthesis	5.45E-01		9.09E-02	HK1	
Coagulation System	5.48E-01		5.71E-02	SERPINA1,SERPINC1	
DNA Methylation and Transcriptional Repression Signaling	5.48E-01		5.71E-02	HDAC2,MECP2	
Senescence Pathway	5.51E-01	1.8973665961010275	3.70E-02	CACNG3,CAMK4,MCU,MRAS,PDHA1,PDHB,PDK3,PPP2CA,PPP2CB,RAP2A,RAP2B	
Endocannabinoid Cancer Inhibition Pathway	5.53E-01	-1.6329931618554523	4.08E-02	ADCY1,CAMKK2,MLST8,NOS1,PRKAR1A,PRKAR2A	
IL-2 Signaling	5.58E-01		4.92E-02	MRAS,RAP2A,RAP2B	
4-1BB Signaling in T Lymphocytes	5.66E-01		5.88E-02	MAP3K5,MAPK11	
Bladder Cancer Signaling	5.7E-01	1.0	4.31E-02	FGF13,HDAC2,MRAS,RAP2A,RAP2B	
Xenobiotic Metabolism AHR Signaling Pathway	5.77E-01	-1.0	4.60E-02	ALDH1B1,ALDH9A1,GSTM2,GSTP1	
Calcium Transport I	5.81E-01		1.00E-01	ATP2A2	
Dolichyl-diphosphooligosaccharide Biosynthesis	5.81E-01		1.00E-01	DPM1	
Glycine Betaine Degradation	5.81E-01		1.00E-01	SHMT2	
Prolactin Signaling	5.88E-01	0.0	4.65E-02	MRAS,PRKCB,RAP2A,RAP2B	
Prostate Cancer Signaling	5.89E-01		4.39E-02	GSTP1,HDAC2,MRAS,RAP2A,RAP2B	
Glioblastoma Multiforme Signaling	5.94E-01	-0.3779644730092272	4.09E-02	ITPR1,MRAS,PLCL1,RAP2A,RAP2B,RHOF,RHOG	
Hereditary Breast Cancer Signaling	5.94E-01		4.23E-02	HDAC2,MRAS,POLR2C,RAP2A,RAP2B,SMARCB1	
ILK Signaling	5.96E-01	-0.3779644730092272	4.00E-02	DOCK1,ITGB8,LIMS1,NACA,PPP2CA,PPP2CB,RHOF,RHOG	
Cancer Drug Resistance By Drug Efflux	5.98E-01		5.17E-02	MRAS,RAP2A,RAP2B	
HIPPO signaling	5.99E-01		4.71E-02	DLG2,PPP2CA,PPP2CB,YWHAZ	
BAG2 Signaling Pathway	6.11E-01		4.76E-02	PSMA3,PSMB4,PSMC4,PSMD1	
PEDF Signaling	6.11E-01		4.76E-02	MAPK11,MRAS,RAP2A,RAP2B	
VEGF Family Ligand-Receptor Interactions	6.11E-01	0.0	4.76E-02	MRAS,PRKCB,RAP2A,RAP2B	
CNTF Signaling	6.12E-01		5.26E-02	MRAS,RAP2A,RAP2B	
Triacylglycerol Degradation	6.12E-01		5.26E-02	DAGLB,LIPE,PRDX6	
Citrulline Biosynthesis	6.2E-01		1.11E-01	GLS	
Phosphatidylethanolamine Biosynthesis II	6.2E-01		1.11E-01	PCYT2	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	6.2E-01		1.11E-01	CDA	
HMGB1 Signaling	6.26E-01	0.4472135954999579	4.19E-02	IL33,MAPK11,MRAS,RAP2A,RAP2B,RHOF,RHOG	
Oxidative Ethanol Degradation III	6.27E-01		5.36E-02	ACSS1,ALDH1B1,ALDH9A1	
FLT3 Signaling in Hematopoietic Progenitor Cells	6.34E-01		4.88E-02	MAPK11,MRAS,RAP2A,RAP2B	
Ubiquinol-10 Biosynthesis (Eukaryotic)	6.44E-01		6.67E-02	COQ3,ECHDC1	
BEX2 Signaling Pathway	6.47E-01	-2.0	4.94E-02	MAP2,PPP2CA,PPP2CB,SMARCB1	
Phototransduction Pathway	6.57E-01		5.56E-02	GNB1,PRKAR1A,PRKAR2A	
Chronic Myeloid Leukemia Signaling	6.6E-01		4.67E-02	CTBP1,HDAC2,MRAS,RAP2A,RAP2B	
Inositol Pyrophosphates Biosynthesis	6.65E-01		1.25E-01	PPIP5K2	
Sonic Hedgehog Signaling	6.66E-01		6.90E-02	PRKAR1A,PRKAR2A	
Tryptophan Degradation III (Eukaryotic)	6.89E-01		7.14E-02	ACAT1,ACAT2	
Apoptosis Signaling	6.93E-01	-0.4472135954999579	4.81E-02	HTRA2,MAP3K5,MRAS,RAP2A,RAP2B	
eNOS Signaling	6.95E-01	0.0	4.40E-02	ADCY1,CAMK4,ITPR1,LPAR1,PRKAR1A,PRKAR2A,PRKCB	
Ovarian Cancer Signaling	7.04E-01	0.8164965809277261	4.43E-02	ARRB1,HDAC2,MRAS,PRKAR1A,PRKAR2A,RAP2A,RAP2B	
Sumoylation Pathway	7.05E-01	-1.0	4.85E-02	CTBP1,HDAC2,MAP3K5,RHOF,RHOG	
Leptin Signaling in Obesity	7.12E-01		5.26E-02	ADCY1,PLCL1,PRKAR1A,PRKAR2A	
Trehalose Degradation II (Trehalase)	7.16E-01		1.43E-01	HK1	
Melanoma Signaling	7.23E-01		6.00E-02	MRAS,RAP2A,RAP2B	
IL-6 Signaling	7.27E-01	-0.4472135954999579	4.69E-02	IL1RAP,IL33,MAPK11,MRAS,RAP2A,RAP2B	
D-myo-inositol (1,4,5)-Trisphosphate Biosynthesis	7.38E-01		7.69E-02	PI4KA,PIP5K1A	
Gluconeogenesis I	7.38E-01		7.69E-02	ENO1,MDH2	
ATM Signaling	7.52E-01		5.05E-02	HP1BP3,MAPK11,PPP2CA,PPP2CB,TP53BP1	
Cysteine Biosynthesis III (mammalia)	7.65E-01		8.00E-02	AHCYL1,MAT2A	
UVA-Induced MAPK Signaling	7.65E-01	0.0	5.10E-02	MAPK11,MRAS,PLCL1,RAP2A,RAP2B	
Arginine Biosynthesis IV	7.77E-01		1.67E-01	ASL	
Arginine Degradation VI (Arginase 2 Pathway)	7.77E-01		1.67E-01	PYCR3	
Glycerol Degradation I	7.77E-01		1.67E-01	GPD2	
Glycine Cleavage Complex	7.77E-01		1.67E-01	GCSH	
NAD Biosynthesis III	7.77E-01		1.67E-01	NAMPT	
Selenocysteine Biosynthesis II (Archaea and Eukaryotes)	7.77E-01		1.67E-01	SEPSECS	
Urea Cycle	7.77E-01		1.67E-01	ASL	
Serotonin Degradation	7.84E-01	0.0	5.63E-02	ADH5,ALDH1B1,ALDH9A1,MAOA	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	7.98E-01		6.52E-02	ASH2L,PHB,SH3GLB1	
GM-CSF Signaling	8E-01	0.0	5.71E-02	MRAS,PRKCB,RAP2A,RAP2B	
NGF Signaling	8.17E-01	-0.8164965809277261	5.00E-02	GAB1,MAP3K5,MRAS,RAP2A,RAP2B,RHOG	
Sphingosine-1-phosphate Signaling	8.17E-01	-1.6329931618554523	5.00E-02	ADCY1,GNA12,PLCL1,RHOF,RHOG,S1PR1	
