© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->HD_Myelination_Paper->de1YQ175_res - 2019-03-28 04:51 PM
Workspace	My Projects
Project	HD_Myelination_Paper
Analysis	de1YQ175_res - 2019-03-28 04:51 PM
Date	Thu Mar 28 13:51:59 PDT 2019
Analysis ID	17615893

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human OR Mouse OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->HD_Myelination_Paper->de1YQ175_res - 2019-03-28 04:51 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00		2.33E-02	IL33	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00		6.67E-02	ATF2,RPS6KA1,RPS6KA4	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00		3.90E-02	AXIN1,FZD9,NCOA3	
SPINK1 Pancreatic Cancer Pathway	-0E00		5.00E-02	CPM,CPQ,KLK6	
Serotonin Degradation	-0E00	1.0	5.41E-02	ALDH1A1,ALDH1L1,DHRS4,SULT4A1	
Serotonin Receptor Signaling	-0E00		2.33E-02	ADCY2	
Sirtuin Signaling Pathway	-0E00	-1.2909944487358056	6.51E-02	APEX1,APP,ATG13,ATG4C,BCL2L11,GABPB2,H1-0,LDHB,MLYCD,MTOR,NDRG1,PFKM,PPARA,RARB,SLC2A1,STK11,TP53,VDAC3,XRCC6	
Superpathway of Cholesterol Biosynthesis	-0E00		7.14E-02	LBR,NSDHL	
Superpathway of Melatonin Degradation	-0E00		2.86E-02	CYP2J2,SULT4A1	
T Helper Cell Differentiation	-0E00		2.74E-02	IL10RB,NGFR	
TNFR2 Signaling	-0E00		3.33E-02	MAP3K1	
TREM1 Signaling	-0E00		1.33E-02	CD83	
TWEAK Signaling	-0E00		5.71E-02	APAF1,CASP3	
Th1 and Th2 Activation Pathway	-0E00		8.02E-02	CHD4,FGFR3,GAB1,IL10RB,IL33,JAK1,NFATC2,NFATC3,NFIL3,NOTCH1,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11	
Th17 Activation Pathway	-0E00	0.3779644730092272	7.69E-02	AHR,HSP90AA1,HSP90AB1,JAK1,MTOR,NFATC2,NFATC3	
Th2 Pathway	-0E00	-0.3333333333333333	7.89E-02	CHD4,FGFR3,GAB1,IL33,JAK1,NFATC2,NOTCH1,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00		2.33E-02	SULT4A1	
Tight Junction Signaling	-0E00		7.74E-02	ACTA2,ACTB,ARHGEF2,CLDN11,CLDN14,JAM2,NAPG,NGFR,PPP2R1A,PPP2R2B,TGFB2,TJP2,YKT6	
Toll-like Receptor Signaling	-0E00		6.58E-02	IL33,MAP3K1,PPARA,TAB2,TRAF4	
Transcriptional Regulatory Network in Embryonic Stem Cells	-0E00		5.56E-02	H4C13,REST,SET	
Triacylglycerol Degradation	-0E00	0.0	7.41E-02	AARS1,ABHD12,FAAH,PNPLA7	
Tryptophan Degradation III (Eukaryotic)	-0E00		8.00E-02	AFMID,L3HYPDH	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00		8.00E-02	ALDH1A1,ALDH1L1	
Type I Diabetes Mellitus Signaling	-0E00	0.4472135954999579	6.31E-02	APAF1,CASP3,GAD1,HLA-G,JAK1,MAPK10,NGFR	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	-0E00		7.69E-02	IMPDH2	
iNOS Signaling	-0E00		2.22E-02	JAK1	
nNOS Signaling in Skeletal Muscle Cells	-0E00		7.32E-02	CACNB1,CACNB3,CACNG4	
γ-linolenate Biosynthesis II (Animals)	-0E00		5.88E-02	FADS2	
Pentose Phosphate Pathway	2.05E-01		9.09E-02	PGD	
Calcium Transport I	2.3E-01		1.00E-01	ANXA5	
Glycine Betaine Degradation	2.3E-01		1.00E-01	PIPOX	
Methionine Degradation I (to Homocysteine)	2.45E-01		9.09E-02	AHCYL1,MRM2	
Ethanol Degradation II	2.51E-01		8.82E-02	ALDH1A1,ALDH1L1,DHRS4	
Retinoate Biosynthesis I	2.51E-01		8.82E-02	ALDH1A1,BMP2,DHRS4	
Prostanoid Biosynthesis	2.59E-01		1.11E-01	PTGDS	
Sucrose Degradation V (Mammalian)	2.59E-01		1.11E-01	SI	
Oxidative Ethanol Degradation III	2.65E-01		9.52E-02	ALDH1A1,ALDH1L1	
Remodeling of Epithelial Adherens Junctions	2.68E-01		8.70E-02	ACTA2,ACTB,CTNNA2,DNM2,RAB5B,TUBB4B	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	2.79E-01	-1.1338934190276817	8.75E-02	FGFR3,GAB1,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11	
Eicosanoid Signaling	2.8E-01	0.4472135954999579	8.82E-02	PAFAH1B3,PLA2G16,PLA2G3,PLA2G4A,PLA2G7,PTGDS	
Cell Cycle Control of Chromosomal Replication	2.81E-01		8.93E-02	CDK1,CDK14,CDK19,MCM4,POLD1	
Unfolded protein response	2.81E-01		8.93E-02	CD82,DNAJC3,EIF2A,INSIG1,MBTPS1	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	2.84E-01		9.38E-02	APAF1,CASP3,DFFB	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	2.84E-01		8.60E-02	ACTA2,BAMBI,COL12A1,COL20A1,COL5A3,COL9A3,EDNRB,FGF1,FN1,IFNAR2,KLF6,MMP2,NGFR,PDGFRA,SMAD7,TGFB2	
NER Pathway	2.86E-01	0.3333333333333333	8.74E-02	CCNH,Cops2,H4C13,POLD1,POLE4,RAD23B,RFC2,RFC3,SLC19A1	
The Visual Cycle	2.87E-01		1.00E-01	DHRS4,RLBP1	
Airway Pathology in Chronic Obstructive Pulmonary Disease	2.93E-01		1.25E-01	MMP2	
Histidine Degradation III	2.93E-01		1.25E-01	MTHFD2	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	2.93E-01		1.25E-01	APOBEC3B	
Sphingomyelin Metabolism	2.93E-01		1.25E-01	SMPD4	
Superoxide Radicals Degradation	2.93E-01		1.25E-01	GPX7	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	2.93E-01		1.25E-01	AFMID	
Epithelial Adherens Junction Signaling	2.97E-01		8.72E-02	ACTA2,ACTB,CDH2,CTNNA2,FGF1,JUP,NOTCH1,NRAS,PTPRM,RALB,RRAS2,TGFB2,TUBB4B	
Phagosome Maturation	3.06E-01		8.78E-02	ATP6V1G2,CTSK,DCTN4,LPO,NAPG,PIK3C3,PIKFYVE,RAB5B,TUBB4B,VPS37A,VPS37B,VPS39,YKT6	
Crosstalk between Dendritic Cells and Natural Killer Cells	3.1E-01		8.99E-02	ACTA2,ACTB,CAMK2B,CD83,HLA-G,LTBR,MICB,TLN2	
Chemokine Signaling	3.14E-01	-0.3779644730092272	9.09E-02	CAMK2B,LIMK2,NRAS,PPP1CB,PRKCA,RALB,RRAS2	
MIF Regulation of Innate Immunity	3.15E-01	0.0	9.52E-02	MAPK10,PLA2G3,PLA2G4A,TP53	
CD27 Signaling in Lymphocytes	3.24E-01	0.4472135954999579	9.43E-02	APAF1,BCL2L1,CASP3,MAP3K1,MAPK10	
Heparan Sulfate Biosynthesis (Late Stages)	3.27E-01	0.3779644730092272	9.21E-02	AARS1,CHST2,EXTL2,EXTL3,GLCE,PNPLA7,SULT4A1	
Acetyl-CoA Biosynthesis I (Pyruvate Dehydrogenase Complex)	3.34E-01		1.43E-01	DLAT	
Adenine and Adenosine Salvage III	3.34E-01		1.43E-01	HPRT1	
Aspartate Degradation II	3.34E-01		1.43E-01	GOT1	
Ceramide Biosynthesis	3.34E-01		1.43E-01	KDSR	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	3.34E-01		1.43E-01	NMNAT2	
Phosphatidylcholine Biosynthesis I	3.34E-01		1.43E-01	CHPT1	
Apelin Muscle Signaling Pathway	3.37E-01		1.11E-01	APLN,GNAS	
Ubiquinol-10 Biosynthesis (Eukaryotic)	3.37E-01		1.11E-01	CYP46A1,CYP7B1	
Antioxidant Action of Vitamin C	3.47E-01	-0.7071067811865475	9.17E-02	GLRX,MAPK10,PAFAH1B3,PLA2G16,PLA2G3,PLA2G4A,PLA2G7,PLCE1,PLCL1,SLC2A1	
Protein Ubiquitination Pathway	3.47E-01		8.86E-02	BRCA1,CUL1,DNAJB12,DNAJB14,DNAJB2,DNAJC3,HSP90AA1,HSP90AB1,MED20,PSMC2,PSME1,TAP2,THOP1,UBE2D1,UBE2H,UCHL1,UCHL3,USP14,USP18,USP30,USP40,USP5,USP51,USP54	
STAT3 Pathway	3.48E-01	0.0	9.09E-02	FGFR3,IL10RB,INSR,MAPK10,NGFR,NRAS,NTRK2,PDGFRA,PTPN2,RALB,RRAS2,TGFB2	
Systemic Lupus Erythematosus Signaling	3.49E-01		8.90E-02	C8G,FGFR3,GAB1,HLA-G,IL33,LSM14B,MTOR,NFATC2,NFATC3,NRAS,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PRPF4,PTPN11,RALB,RRAS2,SNRPD3,SOS2,TNFRSF13C	
Oncostatin M Signaling	3.51E-01	0.0	1.00E-01	JAK1,NRAS,RALB,RRAS2	
Amyloid Processing	3.57E-01		9.80E-02	APP,BACE1,BACE2,CAPN6,MAPT	
Gustation Pathway	3.58E-01		9.09E-02	ADCY2,APEX1,CACNB1,CACNB3,CACNG4,ENPP6,GNG11,ITPR2,MPPE1,P2RX4,PDE4B,PDE8A,SMPDL3A,TDP2	
Dermatan Sulfate Degradation (Metazoa)	3.66E-01		1.18E-01	FGFRL1,OGA	
Acute Phase Response Signaling	3.68E-01	-1.0690449676496976	9.09E-02	FN1,IL33,MAP3K1,MTOR,NGFR,NRAS,PDPK1,PIK3CA,PIK3R1,PTPN11,RALB,RRAS2,SERPINA3,SERPIND1,SERPINF1,SOS2	
April Mediated Signaling	3.7E-01	1.0	1.03E-01	MAP3K1,MAPK10,NFATC2,NFATC3	
Basal Cell Carcinoma Signaling	3.82E-01		9.72E-02	AXIN1,BMP2,BMP4,FZD9,HHIP,SUFU,TP53	
Melatonin Signaling	3.82E-01	-0.8164965809277261	9.72E-02	BRAF,CAMK2B,GNAO1,PLCE1,PLCL1,PRKCA,PRKD1	
Arginine Biosynthesis IV	3.84E-01		1.67E-01	OAT	
GDP-mannose Biosynthesis	3.84E-01		1.67E-01	MPI	
Glycerol Degradation I	3.84E-01		1.67E-01	GPD1	
Lactose Degradation III	3.84E-01		1.67E-01	GLB1	
NAD Biosynthesis III	3.84E-01		1.67E-01	NMNAT2	
Pyruvate Fermentation to Lactate	3.84E-01		1.67E-01	LDHB	
UDP-N-acetyl-D-glucosamine Biosynthesis II	3.84E-01		1.67E-01	GFPT2	
Antigen Presentation Pathway	3.9E-01		1.05E-01	HLA-G,MR1,TAP2,TAPBP	
CCR5 Signaling in Macrophages	3.91E-01	1.0	9.57E-02	CACNB1,CACNB3,CACNG4,GNAS,GNG11,GNG3,MAPK10,PRKCA,PRKD1	
Role of Pattern Recognition Receptors in Recognition of Bacteria and Viruses	3.95E-01	-0.6324555320336759	9.35E-02	CNTF,FGFR3,GAB1,IL17D,MAPK10,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PRKCA,PRKD1,PTPN11,TGFB2	
Chondroitin Sulfate Degradation (Metazoa)	3.98E-01		1.25E-01	ARSB,OGA	
Vitamin-C Transport	3.98E-01		1.25E-01	GLRX,SLC2A1	
Superpathway of Methionine Degradation	4.12E-01	1.0	1.08E-01	AHCYL1,CDO1,GOT1,MRM2	
CD40 Signaling	4.16E-01	-0.7071067811865475	9.88E-02	FGFR3,GAB1,MAPK10,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11	
Apelin Liver Signaling Pathway	4.17E-01		1.15E-01	APLN,COL5A3,MAPK10	
NAD Salvage Pathway II	4.17E-01		1.15E-01	NMNAT2,NMRK1,NUDT12	
Th1 Pathway	4.17E-01	-0.6324555320336759	9.49E-02	FGFR3,GAB1,IL10RB,JAK1,NFATC2,NFATC3,NFIL3,NOTCH1,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11	
Factors Promoting Cardiogenesis in Vertebrates	4.18E-01		9.78E-02	ATF2,AXIN1,BMP2,BMP4,FZD9,LRP1,PRKCA,PRKD1,TGFB2	
Androgen Signaling	4.29E-01	1.1338934190276817	9.56E-02	CACNB1,CACNB3,CACNG4,CCNH,GNAO1,GNAS,GNAZ,GNG11,GNG3,HSP90AA1,KAT2B,PRKCA,PRKD1	
nNOS Signaling in Neurons	4.31E-01		1.06E-01	CAPN6,GRIN3A,PFKM,PRKCA,PRKD1	
IL-1 Signaling	4.32E-01	1.0	9.89E-02	ADCY2,GNAO1,GNAS,GNAZ,GNG11,GNG3,MAP3K1,MAPK10,TAB2	
Glycogen Degradation III	4.33E-01		1.33E-01	MTAP,PYGB	
Histidine Degradation VI	4.33E-01		1.33E-01	CYP46A1,CYP7B1	
NAD biosynthesis II (from tryptophan)	4.33E-01		1.33E-01	AFMID,NMNAT2	
Superpathway of Citrulline Metabolism	4.33E-01		1.33E-01	ALDH18A1,OAT	
Telomere Extension by Telomerase	4.33E-01		1.33E-01	POT1,XRCC6	
Ethanol Degradation IV	4.45E-01		1.20E-01	ALDH1A1,ALDH1L1,GPX7	
Role of JAK family kinases in IL-6-type Cytokine Signaling	4.45E-01		1.20E-01	JAK1,MAPK10,PTPN11	
CMP-N-acetylneuraminate Biosynthesis I (Eukaryotes)	4.45E-01		2.00E-01	NAGK	
Lysine Degradation II	4.45E-01		2.00E-01	AASDH	
Tetrahydrofolate Salvage from 5,10-methenyltetrahydrofolate	4.45E-01		2.00E-01	MTHFD2	
dTMP De Novo Biosynthesis	4.45E-01		2.00E-01	TYMS	
CTLA4 Signaling in Cytotoxic T Lymphocytes	4.48E-01		9.90E-02	AP1S1,FGFR3,GAB1,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PPP2R1A,PPP2R2B,PTPN11	
FAT10 Cancer Signaling Pathway	4.52E-01	-0.4472135954999579	1.09E-01	ACKR3,EEF1A1,NGFR,TGFB2,TP53	
Role of Oct4 in Mammalian Embryonic Stem Cell Pluripotency	4.52E-01		1.09E-01	BRCA1,NR2F2,PHC3,REST,TP53	
Estrogen Receptor Signaling	4.53E-01		9.70E-02	CCNH,G6PC3,KAT2B,MED20,NCOA3,NRAS,PHB2,RALB,RRAS2,SOS2,TAF4B,TAF5L,TAF6	
DNA Double-Strand Break Repair by Homologous Recombination	4.72E-01		1.43E-01	BRCA1,BRCA2	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	4.72E-01		1.43E-01	AASDH,GOT1	
Glutathione Redox Reactions I	4.75E-01		1.25E-01	GPX7,GSR,GSTM2	
IL-22 Signaling	4.75E-01		1.25E-01	IL10RB,JAK1,MAPK10	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	4.75E-01		1.25E-01	IFNAR2,JAK1,PTPN2	
Tumoricidal Function of Hepatic Natural Killer Cells	4.75E-01		1.25E-01	APAF1,CASP3,DFFB	
Calcium-induced T Lymphocyte Apoptosis	4.83E-01	0.0	1.06E-01	CABIN1,ITPR2,MEF2D,NFATC2,ORAI1,PRKCA,PRKD1	
Role of JAK2 in Hormone-like Cytokine Signaling	4.85E-01		1.18E-01	JAK1,PTPN11,SH2B2,SH2B3	
PPARα/RXRα Activation	4.97E-01	2.5	9.68E-02	ADCY2,GNAS,GPD1,HSP90AA1,HSP90AB1,INSR,ITGB5,NCOA3,NR2C2,NRAS,PLCE1,PLCL1,PPARA,PRKCA,RALB,RRAS2,SOS2,TGFB2	
Putrescine Degradation III	5.07E-01		1.30E-01	ALDH1A1,ALDH1L1,SAT1	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	5.11E-01		1.05E-01	MAP3K1,MAPK10,NFATC2,NFATC3,NRAS,RALB,RRAS2,SOS2,TGFB2	
Bile Acid Biosynthesis, Neutral Pathway	5.16E-01		1.54E-01	AMACR,CYP27A1	
Cholesterol Biosynthesis I	5.16E-01		1.54E-01	LBR,NSDHL	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	5.16E-01		1.54E-01	LBR,NSDHL	
Cholesterol Biosynthesis III (via Desmosterol)	5.16E-01		1.54E-01	LBR,NSDHL	
Glycogen Degradation II	5.16E-01		1.54E-01	MTAP,PYGB	
Arginine Degradation I (Arginase Pathway)	5.24E-01		2.50E-01	OAT	
Ascorbate Recycling (Cytosolic)	5.24E-01		2.50E-01	GLRX	
Glycerol-3-phosphate Shuttle	5.24E-01		2.50E-01	GPD1	
Molybdenum Cofactor Biosynthesis	5.24E-01		2.50E-01	GPHN	
N-acetylglucosamine Degradation II	5.24E-01		2.50E-01	NAGK	
Pentose Phosphate Pathway (Oxidative Branch)	5.24E-01		2.50E-01	PGD	
Phenylalanine Degradation I (Aerobic)	5.24E-01		2.50E-01	PCBD2	
Spermine and Spermidine Degradation I	5.24E-01		2.50E-01	SAT1	
Sperm Motility	5.33E-01	0.8320502943378437	1.02E-01	GNAS,GUCY1A1,ITPR2,PAFAH1B3,PDE4B,PLA2G16,PLA2G3,PLA2G4A,PLA2G7,PLCE1,PLCL1,PRKCA,PRKD1	
GABA Receptor Signaling	5.41E-01		1.05E-01	ADCY2,ALDH5A1,CACNB1,CACNB3,CACNG4,GABRA1,GAD1,GNAS,GPHN,UBQLN1	
Phospholipases	5.42E-01	0.3779644730092272	1.11E-01	PAFAH1B3,PLA2G16,PLA2G3,PLA2G4A,PLA2G7,PLCE1,PLCL1	
Apelin Cardiac Fibroblast Signaling Pathway	5.42E-01		1.36E-01	ANGPT2,APLN,TGFB2	
Fatty Acid α-oxidation	5.42E-01		1.36E-01	ALDH1A1,ALDH1L1,TMLHE	
Polyamine Regulation in Colon Cancer	5.42E-01		1.36E-01	MXD1,PSME1,SAT1	
Hepatic Cholestasis	5.43E-01		1.00E-01	ABCB4,ADCY2,ATP8B1,CNTF,CYP27A1,CYP7B1,IL17D,IL33,INSR,MAPK10,NGFR,PPARA,PRKCA,PRKD1,TGFB2,TJP2	
Bladder Cancer Signaling	5.58E-01	0.0	1.06E-01	FGF1,FGF7,FGFR3,MMP15,MMP16,MMP2,NRAS,RALB,RRAS2,TP53	
BER pathway	5.65E-01		1.67E-01	APEX1,POLB	
Pregnenolone Biosynthesis	5.65E-01		1.67E-01	CYP46A1,CYP7B1	
RANK Signaling in Osteoclasts	5.69E-01	-0.6324555320336759	1.06E-01	FGFR3,GAB1,MAP3K1,MAPK10,NFATC2,PIK3C3,PIK3CA,PIK3R1,PIK3R5,PTPN11,TAB2	
G Protein Signaling Mediated by Tubby	5.71E-01		1.29E-01	GNAS,GNG11,GNG3,INSR	
B Cell Activating Factor Signaling	5.73E-01	1.3416407864998738	1.22E-01	MAP3K1,MAPK10,NFATC2,NFATC3,TNFRSF13C	
