© 2000-2021 QIAGEN. All rights reserved.

Analysis Details for My Projects->HD_Myelination_Paper->de12WkR62_res - 2019-03-28 04:30 PM
Workspace	My Projects
Project	HD_Myelination_Paper
Analysis	de12WkR62_res - 2019-03-28 04:30 PM
Date	Thu Mar 28 13:30:52 PDT 2019
Analysis ID	17615830

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	No
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human OR Mouse OR Rat) AND
(confidence = Experimentally Observed)

Canonical Pathways for My Projects->HD_Myelination_Paper->de12WkR62_res - 2019-03-28 04:30 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
CD28 Signaling in T Helper Cells	-0E00	-0.22941573387056174	1.57E-01	ARPC5,FCER1G,FGFR2,FGFR3,FGFR4,FOS,GAB1,GRB2,HLA-A,IRS2,JUN,MAP3K1,MAPK10,NFATC1,NFKB1,PAK1,PIK3C2B,PIK3R1,PPP3R1,PTPN11,RAC1	
Calcium-induced T Lymphocyte Apoptosis	-0E00	0.3779644730092272	1.52E-01	CABIN1,CAPN2,FCER1G,HDAC2,HLA-A,ORAI1,PPP3R1,PRKCE,PRKCZ,PRKD1	
Cardiomyocyte Differentiation via BMP Receptors	-0E00		5.00E-02	BMP4	
Cell Cycle Control of Chromosomal Replication	-0E00		1.61E-01	CDC45,CDK11A,CDK14,CDK16,CDK18,CDK19,CDK5,MCM5,MCM6	
Cleavage and Polyadenylation of Pre-mRNA	-0E00		8.33E-02	CSTF2	
Coagulation System	-0E00	-1.0	1.14E-01	F2R,F3,PLAT,THBD	
Communication between Innate and Adaptive Immune Cells	-0E00		1.04E-01	B2M,CD83,FCER1G,HLA-A,HLA-E,HLA-G,IL12A,IL33,TLR3,TNFRSF13C	
Complement System	-0E00		8.11E-02	C1QC,C4A/C4B,CFH	
Crosstalk between Dendritic Cells and Natural Killer Cells	-0E00		1.46E-01	CAMK2B,CAMK2D,CD83,HLA-A,HLA-E,HLA-G,IL12A,IL3RA,LTBR,NFKB1,TLN2,TLR3,TYROBP	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00		1.56E-01	B2M,BID,CASP7,FCER1G,HLA-A	
DNA Double-Strand Break Repair by Homologous Recombination	-0E00		7.14E-02	BRCA1	
DNA Double-Strand Break Repair by Non-Homologous End Joining	-0E00		1.43E-01	LIG3,XRCC6	
DNA damage-induced 14-3-3σ Signaling	-0E00		1.58E-01	BRCA1,RAD9A,TP53	
Dermatan Sulfate Biosynthesis (Late Stages)	-0E00	1.1338934190276817	1.52E-01	CHST10,CHST12,CHST2,DSEL,HS3ST1,HS6ST1,SULT4A1	
Differential Regulation of Cytokine Production in Intestinal Epithelial Cells by IL-17A and IL-17F	-0E00		4.35E-02	IL12A	
Differential Regulation of Cytokine Production in Macrophages and T Helper Cells by IL-17A and IL-17F	-0E00		5.56E-02	IL12A	
Dopamine Degradation	-0E00	-0.4472135954999579	1.35E-01	ALDH1A2,ALDH1L1,ALDH3B1,MAOB,SULT4A1	
EIF2 Signaling	-0E00	-2.745625891934577	1.44E-01	CDK11A,EIF2AK2,EIF2B3,EIF2S2,EIF3E,EIF4A1,EIF5,FGFR2,FGFR3,FGFR4,GAB1,GRB2,HRAS,IRS2,KRAS,MAPK1,MAPK3,MYC,NKX6-2,NRAS,PIK3C2B,PIK3R1,PTBP1,PTPN11,RALA,RAP1A,RAP2B,Rpl22l1,RPL32,RPL4,RPS26,RRAS,VEGFA	
Eicosanoid Signaling	-0E00	-0.4472135954999579	1.18E-01	HRASLS,PAFAH1B1,PAFAH1B2,PAFAH1B3,PLA2G7,PLAAT3,PTGDS,PTGES	
Endoplasmic Reticulum Stress Pathway	-0E00		1.43E-01	CASP7,HSP90B1,MAP3K5	
Estrogen Biosynthesis	-0E00	-1.6329931618554523	1.46E-01	CYP1B1,CYP2J2,CYP4F8,CYP51A1,HSD17B8,POR	
Estrogen-mediated S-phase Entry	-0E00		1.15E-01	CDKN1A,E2F3,MYC	
Extrinsic Prothrombin Activation Pathway	-0E00		1.25E-01	F3,THBD	
FXR/RXR Activation	-0E00		1.27E-01	ABCB4,AGT,C4A/C4B,CLU,FASN,FGFR4,G6PC3,IL33,LPL,MAPK10,PLTP,SCARB1,SERPINF1,TF,VLDLR,VTN	
Glucocorticoid Biosynthesis	-0E00		9.09E-02	EBP	
Glycine Betaine Degradation	-0E00		1.00E-01	PIPOX	
Graft-versus-Host Disease Signaling	-0E00		1.04E-01	FCER1G,HLA-A,HLA-E,HLA-G,IL33	
Granulocyte Adhesion and Diapedesis	-0E00		1.39E-01	CCL22,CCL25,CLDN11,CLDN14,CLDN5,CX3CL1,CXCL12,CXCL14,CXCL16,GNAI1,HRH1,ICAM2,IL1RAP,IL1RAPL1,IL33,ITGB1,MMP16,MMP2,MMP23B,MMP24,MSN,NGFR,SDC4,SELPLG,THY1	
Granzyme A Signaling	-0E00		5.00E-02	H1-0	
Hematopoiesis from Multipotent Stem Cells	-0E00		8.33E-02	CSF1	
Hematopoiesis from Pluripotent Stem Cells	-0E00		6.12E-02	CSF1,FCER1G,IL12A	
Heme Biosynthesis II	-0E00		1.11E-01	FECH	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	1.1547005383792517	1.58E-01	AARSD1,CHST10,CHST12,CHST2,EXTL2,GLCE,HS3ST1,HS6ST1,PNPLA7,PPME1,PRDX6,SULT4A1	
Histidine Degradation VI	-0E00		1.33E-01	CYP26B1,CYP7B1	
IL-10 Signaling	-0E00		1.45E-01	CCR5,FOS,IL1RAP,IL1RAPL1,IL33,JUN,MAP4K4,MAPK1,NFKB1,SOCS3	
Induction of Apoptosis by HIV1	-0E00	1.2649110640673518	1.64E-01	BCL2L1,BID,MAP3K5,MAPK10,NFKB1,NGFR,SLC25A10,SLC25A4,TP53,TRADD	
Inhibition of Matrix Metalloproteases	-0E00	-0.4472135954999579	1.54E-01	LRP1,MMP16,MMP2,MMP23B,MMP24,THBS2	
Inositol Pyrophosphates Biosynthesis	-0E00		1.25E-01	IP6K2	
Intrinsic Prothrombin Activation Pathway	-0E00	-0.4472135954999579	1.43E-01	COL11A2,COL1A1,COL1A2,COL2A1,COL3A1,THBD	
Leukotriene Biosynthesis	-0E00		7.69E-02	GGT7	
Lipid Antigen Presentation by CD1	-0E00		1.54E-01	AP1B1,B2M,CD1D,FCER1G	
MIF-mediated Glucocorticoid Regulation	-0E00	0.4472135954999579	1.47E-01	MAPK1,MAPK3,MIF,NFKB1,NR3C1	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00		9.52E-02	CACNA1A,GAPDH	
Melatonin Degradation I	-0E00	-0.7071067811865475	1.23E-01	B4GAT1,CSGALNACT1,CYP1B1,CYP2J2,CYP4F8,CYP51A1,POR,SULT4A1	
Mineralocorticoid Biosynthesis	-0E00		1.00E-01	EBP	
Mitochondrial Dysfunction	-0E00		1.40E-01	ACO2,APH1B,APP,ATP5F1A,ATP5S,BACE1,BACE2,CAT,COX6B2,CPT1C,GLRX2,GPD2,GPX4,GPX7,MAOB,MAPK10,NDUFA1,NDUFAF1,NDUFS7,NDUFV3,PINK1,SDHC,TRAK1,VDAC3	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	-0E00		1.43E-01	NMNAT2	
NAD Phosphorylation and Dephosphorylation	-0E00		1.54E-01	NADK2,PXYLP1	
NAD Salvage Pathway III	-0E00		1.43E-01	NMNAT2	
NAD biosynthesis II (from tryptophan)	-0E00		1.33E-01	NMNAT2,TDO2	
Neuroprotective Role of THOP1 in Alzheimer's Disease	-0E00	0.0	1.42E-01	AGT,APP,ECE2,HLA-A,HLA-E,HLA-G,HTRA3,MAPT,PRKACA,PRKAR1B,PRKAR2B,PRSS23,PRSS53,SERPINA3,ST14,TPP1,YWHAE	
Nicotine Degradation II	-0E00	-1.1338934190276817	1.08E-01	B4GAT1,CSGALNACT1,CYP1B1,CYP2J2,CYP4F8,CYP51A1,POR	
Nicotine Degradation III	-0E00	-1.1338934190276817	1.25E-01	B4GAT1,CSGALNACT1,CYP1B1,CYP2J2,CYP4F8,CYP51A1,POR	
Nur77 Signaling in T Lymphocytes	-0E00		1.19E-01	CABIN1,FCER1G,HDAC2,HLA-A,NFATC1,PPP3R1,SIN3B	
OX40 Signaling Pathway	-0E00	0.4472135954999579	1.33E-01	B2M,BCL2L1,FCER1G,H2-K2/H2-Q9,H2-T22,H2-T24,HLA-A,HLA-E,HLA-G,JUN,MAPK10,NFKB1	
Oxidative Phosphorylation	-0E00	-0.3779644730092272	6.42E-02	ATP5F1A,ATP5S,COX6B2,NDUFA1,NDUFS7,NDUFV3,SDHC	
PXR/RXR Activation	-0E00		1.38E-01	ABCB9,GSTM1,GSTM2,NCOA1,NR3C1,PRKACA,PRKAR1B,PRKAR2B,SCD	
Pathogenesis of Multiple Sclerosis	-0E00		1.11E-01	CCR5	
Phosphatidylcholine Biosynthesis I	-0E00		1.43E-01	CEPT1	
Primary Immunodeficiency Signaling	-0E00		6.00E-02	TAP1,TAP2,TNFRSF13C	
Protein Ubiquitination Pathway	-0E00		1.55E-01	ANAPC11,ANAPC5,B2M,BRCA1,CDC34,CRYAB,DNAJB12,DNAJB2,DNAJB4,DNAJC10,DNAJC12,DNAJC18,DNAJC19,DNAJC21,DNAJC6,HLA-A,HSP90AA1,HSP90B1,MDM2,PSMB10,PSMB8,PSMB9,PSMD11,PSME1,PSME2,TAP1,TAP2,UBC,UBE2D1,UBE2D2,UBE2G1,UBE2G2,UBE2L6,UBE2Q2,UCHL1,USP11,USP14,USP16,USP18,USP3,USP30,USP51	
Purine Nucleotides Degradation II (Aerobic)	-0E00		1.05E-01	NT5C,NT5C2	
Purine Ribonucleosides Degradation to Ribose-1-phosphate	-0E00		1.25E-01	PGM2	
Retinol Biosynthesis	-0E00	0.0	1.43E-01	Akr1b10,DHRS3,DHRS4,LPL,RDH11,RDH12	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00		7.41E-02	IL12A,IL25,IL33,TGFB1	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	-0E00		6.98E-02	CCR5,IL12A,IL33	
Role of IL-17F in Allergic Inflammatory Airway Diseases	-0E00	0.3779644730092272	1.56E-01	CREB5,MAPK1,MAPK3,NFKB1,RPS6KA1,RPS6KA6,TRAF3IP2	
Role of Lipids/Lipid Rafts in the Pathogenesis of Influenza	-0E00		8.70E-02	FDPS,RSAD2	
Role of RIG1-like Receptors in Antiviral Innate Immunity	-0E00	1.6329931618554523	1.36E-01	DDX58,DHX58,IFIH1,IRF7,NFKB1,TRIM25	
Role of Wnt/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	-0.7071067811865475	1.17E-01	DVL1,FZD2,FZD7,FZD9,NCOA1,SIAH1,WNT5A,WNT5B,WNT7B	
Salvage Pathways of Pyrimidine Deoxyribonucleotides	-0E00		1.25E-01	APOBEC3B	
Serotonin Degradation	-0E00	-0.6324555320336759	1.35E-01	ADH1C,ADH5,ALDH1A2,ALDH1L1,ALDH3B1,B4GAT1,CSGALNACT1,DHRS4,MAOB,SULT4A1	
Superpathway of Melatonin Degradation	-0E00	-0.3333333333333333	1.29E-01	B4GAT1,CSGALNACT1,CYP1B1,CYP2J2,CYP4F8,CYP51A1,MAOB,POR,SULT4A1	
Systemic Lupus Erythematosus Signaling	-0E00		1.48E-01	FCER1G,FGFR2,FGFR3,FGFR4,FOS,GAB1,GRB2,HLA-A,HLA-E,HLA-G,HRAS,IL33,IRS2,JUN,KRAS,LSM12,LSM2,MAPK1,MAPK3,NFATC1,NRAS,PIK3C2B,PIK3R1,PIM2,PRPF6,PTPN11,RALA,RAP1A,RAP2B,RRAS,SNRNP35,SNRPB2,SNRPD2,TNFRSF13C,TXNL4A	
T Helper Cell Differentiation	-0E00		1.10E-01	FCER1G,HLA-A,IL12A,IL12RB1,NGFR,STAT1,TGFB1,TGFBR2	
TNFR2 Signaling	-0E00	2.0	1.33E-01	FOS,JUN,MAP3K1,NFKB1	
TREM1 Signaling	-0E00	0.0	1.33E-01	CD83,GRB2,ITGB1,LAT2,MAPK1,MAPK3,NFKB1,STAT5B,TLR3,TYROBP	
TWEAK Signaling	-0E00	1.3416407864998738	1.43E-01	BID,CASP7,NFKB1,TNFSF12,TRADD	
Telomere Extension by Telomerase	-0E00		1.33E-01	POT1,XRCC6	
Th1 Pathway	-0E00	-0.6882472016116852	1.53E-01	APH1B,CCR5,CD274,FGFR2,FGFR3,FGFR4,GAB1,GRB2,HLA-A,IL12A,IL12RB1,IRF1,IRS2,NFATC1,NFKB1,NOTCH1,PIK3C2B,PIK3R1,PTPN11,SOCS3,STAT1	
Th17 Activation Pathway	-0E00	1.2649110640673518	1.10E-01	FCER1G,HIF1A,HSP90AA1,HSP90B1,IL12A,IL12RB1,IRAK2,NFATC1,NFKB1,SOCS3	
Thioredoxin Pathway	-0E00		1.43E-01	NXN	
Thyroid Hormone Metabolism II (via Conjugation and/or Degradation)	-0E00		6.98E-02	B4GAT1,CSGALNACT1,SULT4A1	
Tryptophan Degradation X (Mammalian, via Tryptamine)	-0E00	-1.0	1.60E-01	ALDH1A2,ALDH1L1,ALDH3B1,MAOB	
Tryptophan Degradation to 2-amino-3-carboxymuconate Semialdehyde	-0E00		1.25E-01	TDO2	
Ubiquinol-10 Biosynthesis (Eukaryotic)	-0E00		1.11E-01	CYP26B1,CYP7B1	
Unfolded protein response	-0E00		1.43E-01	CD82,CEBPD,CEBPG,EDEM1,HSP90B1,INSIG1,MAP3K5,P4HB	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	-0E00		1.54E-01	NT5C,NT5C2	
autophagy	-0E00		1.64E-01	ATG3,ATG4C,ATG4D,ATG7,CTSA,CTSB,CTSF,CTSH,LAMP1,WIPI1	
iCOS-iCOSL Signaling in T Helper Cells	-0E00	-0.5	1.52E-01	CAMK2B,CAMK2D,FCER1G,FGFR2,FGFR3,FGFR4,GAB1,GRB2,HLA-A,IRS2,NFATC1,NFKB1,PIK3C2B,PIK3R1,PLEKHA1,PLEKHA2,PPP3R1,PTPN11,RAC1	
iNOS Signaling	-0E00	1.6329931618554523	1.56E-01	FOS,IRAK2,IRF1,JUN,MAPK1,NFKB1,STAT1	
nNOS Signaling in Skeletal Muscle Cells	-0E00		1.46E-01	CACNA1A,CACNA2D1,CACNA2D3,CACNA2D4,DMD,SNTA1	
tRNA Charging	-0E00	-0.4472135954999579	1.28E-01	FARS2,GARS1,IARS,RARS,SARS1	
Glycine Cleavage Complex	1.81E-01		1.67E-01	AMT	
Pyruvate Fermentation to Lactate	1.81E-01		1.67E-01	LDHB	
Rapoport-Luebering Glycolytic Shunt	1.81E-01		1.67E-01	BPGM	
Urea Cycle	1.81E-01		1.67E-01	ASL	
Guanosine Nucleotides Degradation III	2.14E-01		1.67E-01	NT5C,NT5C2	
Pregnenolone Biosynthesis	2.14E-01		1.67E-01	CYP26B1,CYP7B1	
2-oxobutanoate Degradation I	2.27E-01		2.00E-01	PCCB	
Citrulline-Nitric Oxide Cycle	2.27E-01		2.00E-01	ASL	
Lysine Degradation II	2.27E-01		2.00E-01	AASDHPPT	
Protein Citrullination	2.27E-01		2.00E-01	PADI2	
Trehalose Degradation II (Trehalase)	2.27E-01		2.00E-01	HK1	
Role of JAK1, JAK2 and TYK2 in Interferon Signaling	2.42E-01		1.67E-01	IFNAR2,NFKB1,PTPN2,STAT1	
TCA Cycle II (Eukaryotic)	2.42E-01	-1.0	1.67E-01	ACO2,IDH3A,MDH1,SDHC	
Tumoricidal Function of Hepatic Natural Killer Cells	2.42E-01		1.67E-01	BID,CASP7,ENDOG,M6PR	
Dolichyl-diphosphooligosaccharide Biosynthesis	2.51E-01		1.82E-01	ALG1,ALG3	
Pentose Phosphate Pathway	2.51E-01		1.82E-01	TALDO1,TKT	
Triacylglycerol Degradation	2.68E-01	0.3333333333333333	1.67E-01	AARSD1,ABHD12,DAGLB,FAAH,LPL,MGLL,PNPLA7,PPME1,PRDX6	
SPINK1 Pancreatic Cancer Pathway	2.71E-01	0.0	1.67E-01	CPA2,CPE,CPM,CPQ,CTSA,CTSB,SMAD2,SMAD3,TGFB1,TGFBR2	
CD27 Signaling in Lymphocytes	2.88E-01	0.7071067811865475	1.70E-01	BCL2L1,BID,FOS,JUN,MAP3K1,MAP3K11,MAP3K5,MAPK10,NFKB1	
Phototransduction Pathway	2.88E-01		1.70E-01	GNB5,GUCY1A1,GUCY1B1,GUCY2F,PDE6D,PRKACA,PRKAR1B,PRKAR2B,RGS9	
Arginine Degradation I (Arginase Pathway)	2.9E-01		2.50E-01	OAT	
Glutathione Redox Reactions II	2.9E-01		2.50E-01	GLRX	
Heme Biosynthesis from Uroporphyrinogen-III I	2.9E-01		2.50E-01	FECH	
Heme Degradation	2.9E-01		2.50E-01	HMOX2	
L-cysteine Degradation I	2.9E-01		2.50E-01	GOT1	
Melatonin Degradation II	2.9E-01		2.50E-01	MAOB	
Methylmalonyl Pathway	2.9E-01		2.50E-01	PCCB	
PRPP Biosynthesis I	2.9E-01		2.50E-01	PRPS2	
Spermine and Spermidine Degradation I	2.9E-01		2.50E-01	SAT1	
α-tocopherol Degradation	2.9E-01		2.50E-01	CYP4F3	
Calcium Transport I	2.94E-01		2.00E-01	ANXA5,ATP2C1	
Embryonic Stem Cell Differentiation into Cardiac Lineages	2.94E-01		2.00E-01	SOX2,SP4	
Ketolysis	2.94E-01		2.00E-01	ACAT2,BDH1	
Heparan Sulfate Biosynthesis	2.97E-01	1.6035674514745464	1.69E-01	AARSD1,B3GAT2,CHST10,CHST12,CHST2,EXTL2,GLCE,HS3ST1,HS6ST1,PNPLA7,PPME1,PRDX6,SULT4A1,XYLT1	
Granzyme B Signaling	2.98E-01		1.88E-01	BID,ENDOG,LMNB2	
Apelin Cardiac Fibroblast Signaling Pathway	3.01E-01	1.0	1.82E-01	PRKAB1,TGFB1,TGFB2,TGFB3	
Fatty Acid α-oxidation	3.01E-01	-1.0	1.82E-01	ALDH1A2,ALDH1L1,ALDH3B1,TMLHE	
Pyrimidine Ribonucleotides De Novo Biosynthesis	3.08E-01	0.0	1.74E-01	CMPK1,CMPK2,CTPS1,ENTPD4,NME3,NME7,SLC25A42,SMARCA1	
April Mediated Signaling	3.32E-01	2.6457513110645903	1.79E-01	FOS,JUN,MAP3K1,MAPK1,MAPK10,NFATC1,NFKB1	
Superpathway of Citrulline Metabolism	3.39E-01		2.00E-01	ALDH18A1,ASL,OAT	
Citrulline Biosynthesis	3.47E-01		2.22E-01	ALDH18A1,OAT	
Phosphatidylethanolamine Biosynthesis II	3.47E-01		2.22E-01	CEPT1,PCYT2	
Sucrose Degradation V (Mammalian)	3.47E-01		2.22E-01	ALDOC,KHK	
IL-17A Signaling in Airway Cells	3.51E-01	-1.0690449676496976	1.75E-01	FGFR2,FGFR3,FGFR4,GAB1,GRB2,IRS2,MAPK1,MAPK10,MAPK3,NFKB1,PIK3C2B,PIK3R1,PTPN11,TRAF3IP2	
Role of PI3K/AKT Signaling in the Pathogenesis of Influenza	3.51E-01	-2.138089935299395	1.75E-01	CCR5,FGFR2,FGFR3,FGFR4,GAB1,GNAI1,GRB2,IRS2,MAPK1,MAPK3,NFKB1,PIK3C2B,PIK3R1,PTPN11	
MSP-RON Signaling Pathway	3.52E-01		1.76E-01	CSF1,FGFR2,FGFR3,FGFR4,GAB1,GRB2,IL12A,IL3RA,IRS2,PIK3C2B,PIK3R1,PRKCZ,PTPN11	
Pyrimidine Ribonucleotides Interconversion	3.57E-01	0.0	1.82E-01	CMPK1,CMPK2,CTPS1,ENTPD4,NME3,NME7,SLC25A42,SMARCA1	
4-1BB Signaling in T Lymphocytes	3.63E-01	1.6329931618554523	1.88E-01	JUN,MAP3K5,MAPK1,MAPK10,MAPK3,NFKB1	
NAD Salvage Pathway II	3.67E-01	2.23606797749979	1.92E-01	NMNAT2,NT5C,NT5C2,NUDT12,PXYLP1	
GPCR-Mediated Integration of Enteroendocrine Signaling Exemplified by an L Cell	3.72E-01	0.2773500981126146	1.78E-01	ADCY2,ADCY3,ADCY5,GNAI1,GNAS,PLCB1,PLCB3,PLCB4,PLCE1,PLCL1,PRKACA,PRKAR1B,PRKAR2B	
1,25-dihydroxyvitamin D3 Biosynthesis	3.8E-01		3.33E-01	POR	
5-aminoimidazole Ribonucleotide Biosynthesis I	3.8E-01		3.33E-01	PPAT	
Aspartate Biosynthesis	3.8E-01		3.33E-01	GOT1	
Biotin-carboxyl Carrier Protein Assembly	3.8E-01		3.33E-01	ACACB	
Coenzyme A Biosynthesis	3.8E-01		3.33E-01	PPCS	
Glutamate Degradation II	3.8E-01		3.33E-01	GOT1	
Glutathione Biosynthesis	3.8E-01		3.33E-01	GSS	
Hypusine Biosynthesis	3.8E-01		3.33E-01	EIF5A	
Inosine-5'-phosphate Biosynthesis II	3.8E-01		3.33E-01	PAICS	
L-carnitine Biosynthesis	3.8E-01		3.33E-01	TMLHE	
L-cysteine Degradation III	3.8E-01		3.33E-01	GOT1	
Methylglyoxal Degradation I	3.8E-01		3.33E-01	HAGH	
Chondroitin Sulfate Biosynthesis (Late Stages)	3.81E-01	1.6666666666666667	1.84E-01	CHPF,CHST10,CHST12,CHST2,CHSY1,CSGALNACT1,HS3ST1,HS6ST1,SULT4A1	
Serotonin Receptor Signaling	3.85E-01		1.86E-01	ADCY2,ADCY3,ADCY5,MAOB,PCBD1,PTS,QDPR,SPR	
Androgen Biosynthesis	3.86E-01		2.14E-01	EBP,SRD5A1,SRD5A3	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	3.86E-01		2.14E-01	ACSF3,GOT1,MAOB	
Noradrenaline and Adrenaline Degradation	3.89E-01	-1.1338934190276817	1.89E-01	ADH1C,ADH5,ALDH1A2,ALDH1L1,ALDH3B1,DHRS4,MAOB	
Cdc42 Signaling	3.92E-01	-0.9428090415820635	1.74E-01	ARPC5,B2M,CDC42BPA,CDC42EP2,CDC42SE1,CFL1,CFL2,EXOC3,FCER1G,FOS,H2-K2/H2-Q9,H2-T22,H2-T24,HLA-A,HLA-E,HLA-G,ITGB1,JUN,LIMK1,LLGL1,MAP3K11,MAPK1,MAPK10,PAK1,PAK3,PRKCZ,RALA,RASA1,VAV2	
Bupropion Degradation	4.04E-01	-1.3416407864998738	2.00E-01	CYP1B1,CYP2J2,CYP4F8,CYP51A1,POR	
Tryptophan Degradation III (Eukaryotic)	4.04E-01	-2.23606797749979	2.00E-01	ACAT2,CDYL,HACD1,HSD17B8,TDO2	
Histidine Degradation III	4.11E-01		2.50E-01	MTHFD2,MTHFD2L	
MIF Regulation of Innate Immunity	4.14E-01	0.7071067811865475	1.90E-01	FOS,JUN,MAPK1,MAPK10,MAPK3,MIF,NFKB1,TP53	
Histamine Degradation	4.17E-01	-1.0	2.11E-01	ALDH1A2,ALDH1L1,ALDH3B1,HNMT	
Methylglyoxal Degradation III	4.17E-01	0.0	2.11E-01	Akr1b10,AKR7A2,PRXL2B,ZADH2	
Sonic Hedgehog Signaling	4.31E-01	-0.8164965809277261	2.00E-01	GLIS1,HHIP,PRKACA,PRKAR1B,PRKAR2B,SUFU	
Toll-like Receptor Signaling	4.36E-01	1.0	1.84E-01	EIF2AK2,FOS,IL12A,IL33,IRAK2,JUN,MAP3K1,MAP4K4,MAPK1,NFKB1,TAB2,TICAM1,TLR3,UBC	
Type I Diabetes Mellitus Signaling	4.38E-01	0.8320502943378437	1.80E-01	BID,CPE,FCER1G,HLA-A,HLA-E,HLA-G,ICA1,IL12A,IL1RAP,IRF1,MAP3K5,MAPK1,MAPK10,NFKB1,NGFR,PTPRN,SOCS3,SOCS5,STAT1,TRADD	
Choline Biosynthesis III	4.4E-01		2.31E-01	CEPT1,GPLD1,PLD2	
B Cell Activating Factor Signaling	4.45E-01	2.6457513110645903	1.95E-01	FOS,JUN,MAP3K1,MAPK1,MAPK10,NFATC1,NFKB1,TNFRSF13C	
Role of PKR in Interferon Induction and Antiviral Response	4.45E-01		1.95E-01	BID,EIF2AK2,IRF1,NFKB1,STAT1,TAB2,TLR3,TP53	
Th1 and Th2 Activation Pathway	4.47E-01		1.76E-01	ACVR2A,ACVR2B,APH1B,CCR5,CD274,CRLF2,FGFR2,FGFR3,FGFR4,GAB1,GRB2,HLA-A,IL12A,IL12RB1,IL17RB,IL25,IL33,IRF1,IRS2,JAG1,JUN,NFATC1,NFKB1,NOTCH1,PIK3C2B,PIK3R1,PTPN11,S1PR1,SOCS3,STAT1,STAT5B,TGFB1,TGFBR2	
Atherosclerosis Signaling	4.49E-01		1.80E-01	CLU,COL11A2,COL1A1,COL1A2,COL2A1,COL3A1,CSF1,CXCL12,F3,HRASLS,IL33,LPL,NFKB1,PAFAH1B1,PAFAH1B2,PAFAH1B3,PDGFA,PDGFC,PLA2G7,PLAAT3,SELPLG,TGFB1,TNFSF12	
IL-17A Signaling in Fibroblasts	4.55E-01		2.00E-01	CEBPD,FOS,JUN,MAPK1,MAPK3,NFKB1,TRAF3IP2	
